,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,alloc_nodes,eligible_time,elapsed_time,req_mem_per_cpu,poll_time,pending_id,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll,poll_wait_sec
0,62521809,5,2021-09-04 08:00:00,52,13649,13,32500214,33,2021-09-04 08:00:00,1223448,99299.6098970569,2021-09-04 12:00:00,48440083,42,0.0004150587542232,5371,4606,335057775,2964649.413095676,1022,54391,112451060,1264221.8021527503,180,10960,70065308,320616.3403288265,40,45010,26145253,642013.0116394932,3499,2930,3162,2617,34535.49973495296,84.9555407550063,6659.048746298743,30933.401812232925,9661.042967759511,5006.2966264580455,6064.345693548201,4452.798787671317,69466066,4759,7960,29242472,1307261.14009078,2300,10952,27882009,14647.247447450558,1123,3684,34777630,124618.1843281408,360,2334,11882360,167468.15810638876,124,98,77,56,18882.14195824741,1783.899423964964,1469.9281841447096,2125.154157411385,6887228,878575,0.0072307364799159,2017827946,0.0470387431123297,809.6695474682075,503.2022886603426,2.437759014995171,1153019
1,66053694,5,2021-09-04 08:00:10,49,683,76,16091101,193,2021-09-04 08:00:10,1230323,1636093.0511099654,2021-09-04 12:00:00,42401281,36,0.0004495385720097,6632,95469,229791004,1000069.08046398,1673,29471,41668306,1035200.4219494652,307,7020,18557302,767577.2514692829,132,18466,4447571,234423.4155192857,1056,1330,2081,2773,32641.11787118405,12080.665041564169,26384.03906185339,34040.31109029856,11304.976793470229,4936.166406537985,2485.9073960317914,157.670560046988,41231643,1711,17493,43492028,467476.41379316186,2783,7567,13049062,519446.6413868703,837,6913,22478200,160864.58463656847,216,6274,10869791,104919.39853946984,35,11,14,12,20027.137472986968,4555.082534476023,889.7933152675338,3458.6132849392284,5371423,2134610,0.0004050470496387,178708395,0.0643141615757685,762.5497919715297,484.98836623883153,-0.1265910347901409,926955
2,61201239,5,2021-09-04 08:00:20,19,13425,82,20769443,66,2021-09-04 08:00:20,1038859,361403.6880440607,2021-09-04 12:00:00,38902364,22,0.0003414704764568,6580,113691,440706791,1836445.1309480425,2423,3966,113558786,276482.1846875456,742,15571,31545024,473281.63285688544,117,20247,23027080,658224.966951353,3780,15,3470,3217,30748.08835334379,23609.26333371552,20687.89605080264,12624.52112105188,4035.0513578900977,7949.960172959953,6645.90550200286,2355.553987904068,64831198,3853,26483,7037535,1390916.8166930757,764,7181,28686930,482447.68723700993,161,7074,30715134,150548.92002084703,603,4340,22605545,162001.9767950193,165,55,69,83,17825.978369759996,8198.741266738754,1583.713981755548,5257.141277607949,4655054,495671,0.0026141402446171,1709118458,0.0136712225877428,1182.725712802411,216.0879142702724,-6.645374347783499,685439
3,64401335,5,2021-09-04 08:00:30,14,4514,74,7091823,100,2021-09-04 08:00:30,539296,1924445.4598976893,2021-09-04 12:00:00,61506206,33,0.0001713800789249,8583,102544,72637753,2662529.927281176,2307,44651,20148509,249237.27815142297,877,14643,39274788,367047.50160905934,744,9892,54056852,259202.00662505996,657,2797,1171,2415,54138.459249599735,22229.80701527641,27813.80739668373,21330.21349822994,16475.342755669924,8480.369172598397,58.51459376581365,2355.244479148454,63858487,1258,27287,76292246,892823.7315634417,944,2669,23258026,136372.8615795521,163,6563,15729870,164321.9260896054,603,4713,34713604,107347.02487638334,312,53,3,12,16964.562986730478,6113.424002779726,3861.2047082944473,1202.4233033652763,8537540,636473,0.016687129983581,569825662,0.0169590838003847,286.81442046547727,118.49119510005193,4.485368932517938,190479
4,66607515,5,2021-09-04 08:00:40,40,862,5,131614,194,2021-09-04 08:00:40,1131402,549239.9837990026,2021-09-04 12:00:00,29877938,48,0.0004560030993212,3774,109370,102605171,2527277.8048959905,487,54604,8349057,1499653.146024609,1143,36215,56101986,110307.67677068776,718,20397,35091130,518131.2492214354,2638,2195,1082,2929,6287.28257814337,6067.184810521223,24792.005851223494,24108.735594680977,15115.69139589035,1274.6307227240488,5019.293545530806,446.9640808792699,67207993,4706,7291,54809449,996063.5464595768,1940,10239,40929402,18997.285630489263,245,5804,27108984,135748.32810140942,535,202,7260355,146717.96469406606,70,98,2,17,9115.660194474658,9701.639707597513,857.8996690571777,2940.167974347203,9883406,178396,0.0029152731138488,1596936181,0.0238448178831149,516.0498572119841,508.543432813804,-4.836770059992588,1102176
5,67544403,5,2021-09-04 08:00:50,8,15348,82,10200992,62,2021-09-04 08:00:50,900679,1704108.1836453208,2021-09-04 12:00:00,44816967,30,0.0003553387928015,4564,99679,109647821,943784.110663075,2418,30497,3003013,365987.3862205083,319,8070,70371963,864506.0524585568,430,34949,35266014,250151.80622897675,1234,2107,2096,3299,44804.827373477216,13467.399741499155,34249.291465533985,19672.468028552365,7963.382027901286,5252.686890760169,4508.319958733962,2235.752122344413,69459177,885,5101,109465684,1270305.5278861776,217,2643,21276360,314432.29377006093,852,1034,15137501,125902.99038168509,52,1878,24852339,111609.15021607192,222,123,66,63,5748.075920916303,4320.747733649861,4500.984063216541,2977.5841611752294,9019851,2258901,0.0053837341000728,167045538,0.0539398328343296,1090.5503054446106,19.749137073496225,-3.583801401593953,533843
6,62165423,5,2021-09-04 08:01:00,54,18480,55,24950711,224,2021-09-04 08:01:00,1622198,1297867.6551922483,2021-09-04 12:00:00,55166728,21,0.0004406154766492,2017,45316,244071549,3084180.832759185,747,55906,107124199,1515177.0793170196,758,12009,57495024,738616.6810661529,510,29989,411416,68722.53756191535,1803,3168,3256,2789,38281.36518893249,6975.656306416439,6122.480915317102,1516.9669407856352,665.9028396563174,3339.813872466704,5514.193707099986,1773.2661340939285,46968816,2069,7769,19601228,601421.7398753588,1663,7612,9732218,328149.9304801954,154,4177,32687281,120581.6858128138,482,2790,25023211,70857.86928798906,21,12,83,62,19200.82930215604,8130.247929688683,7.755510109345524,1545.9583190302196,7415285,1790213,0.0319285537842049,1801437819,0.0204653039034582,496.3433293653193,159.53432333330858,-1.9118901320263733,1401015
7,67701813,5,2021-09-04 08:01:10,52,12933,92,20210843,70,2021-09-04 08:01:10,255153,1276657.9827819562,2021-09-04 12:00:00,25824008,52,0.000220976654574,6588,30108,237318890,1008359.4428071232,686,55479,75736956,1006144.5996354084,143,30895,2361404,345832.5219206753,280,46044,5748497,448069.9846454639,61,455,193,2858,8964.461255866621,10972.498070730551,26047.309990542923,27953.71270628128,5215.446411314669,6205.057599439234,5721.136805940477,5436.766179558742,53934006,5383,2078,13298400,1128130.6468814414,654,3571,2760996,189717.0554583383,199,3309,17102135,229017.77373107104,58,4486,32223945,113565.5262864822,12,59,87,64,20278.548625643685,1787.027819419907,5852.401062497862,5681.535095354555,10297487,435411,0.0103933490661349,1944921182,0.0271088406730591,707.4472064547383,264.7800801902438,-3.697278775920531,107659
8,58447259,5,2021-09-04 08:01:20,24,12936,63,12590987,60,2021-09-04 08:01:20,1549698,2046001.0328385627,2021-09-04 12:00:00,35140667,52,0.0004000608350437,7143,96896,380156977,1788777.200034195,2264,26604,89556771,994786.8641266592,293,11139,4754629,245410.2396611956,654,3394,6245542,266061.82935792755,708,1230,2725,2835,7472.75619772333,30880.38339365461,6688.942791948149,7081.256041304328,3400.134708216291,9235.718378858144,3370.9045881736447,294.87295386695195,51295424,4767,16018,5306542,91843.578984473,2023,1248,13460901,324666.0103312241,618,223,19452993,143029.89680053186,949,4156,9046430,171655.87152233,197,55,29,60,9128.815298841271,10405.629219966057,6575.6929489179065,2496.5706609268086,6869897,1927979,0.0351003243209778,366643501,0.0126231809656067,383.6522894628263,436.5390694983466,-5.899606034595213,1266441
9,60710753,5,2021-09-04 08:01:30,44,10349,39,31610294,107,2021-09-04 08:01:30,1738742,2329695.0182105307,2021-09-04 12:00:00,52701502,27,0.0003841053621222,8235,72408,405310070,2408527.22975676,1946,27822,84946488,789519.8995541405,844,37767,18890423,693718.1361762157,394,43236,49414748,67416.17697410751,156,509,1313,2465,29580.243011537343,29895.08551243192,14721.834912999906,17556.471843552772,5648.273934945115,1893.2561287421563,6701.510868291096,2278.45795247462,44157683,1111,1081,24959352,931517.678936328,2268,1819,2706354,410216.0420520757,697,3096,27905835,40098.12881805605,750,321,34200042,41496.33028973793,17,4,41,18,2454.193258795353,9789.946209271668,2952.4975325574533,4961.85467762611,6866147,1468642,0.0328055906742505,197850775,0.0158572387920907,358.5715474400504,140.41551736568778,-4.34902125861279,1588577
10,62570663,5,2021-09-04 08:01:40,23,16985,80,11883307,190,2021-09-04 08:01:40,2149990,2047152.803123504,2021-09-04 12:00:00,70452335,28,0.0004629996631347,8148,21527,369000300,4481241.835983811,454,48122,17250935,832089.4801639051,695,22319,72394158,98560.26034992632,589,32904,72128571,618342.1025007179,1185,1484,318,856,25388.763844814315,31344.74652045824,9239.226035606653,16333.307977314951,1297.0012576240074,3563.0030572882984,2711.725528799951,5988.973376390796,63730659,1063,24474,20053743,1446959.7232573065,1075,11258,20369138,257786.99424548,170,2949,931064,165589.04334449704,585,4244,27341124,60246.21514494427,329,72,77,21,18503.38585964433,4207.967468461047,3936.848268265416,5603.332676060541,7793092,787610,0.0202492032873296,86744360,0.0425517994950778,311.89549027463335,185.33756043839892,2.4629034897624145,1773338
