,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,alloc_nodes,eligible_time,elapsed_time,req_mem_per_cpu,poll_time,pending_id,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll,poll_wait_sec
0,67059770,5,2021-09-06 08:00:00,39,7070,16,23071208,30,2021-09-06 08:00:00,1005420,853169.6679213739,2021-09-06 12:00:00,67644937,51,0.0002730803950102,3233,6618,215172222,3344151.19247621,703,55933,109671396,782516.7433465791,1029,47157,7404315,4400.509015313579,363,46024,12637126,676021.3596739445,2400,316,2417,587,6650.334237584639,18277.90805480113,15935.40373003822,13046.58424685276,10186.958715313513,4176.919006286448,1637.1134161037908,3712.134490263653,44046832,588,25249,95833465,719231.6876275499,1206,10973,25506180,186487.8276369499,937,330,26305584,224389.6022974294,47,4477,15206326,119655.29405253804,0,66,31,95,11396.049250074777,7421.996196603451,3035.97313802411,5135.081828555936,9550198,1500247,0.0208877664309207,2216228432,0.0114817639999712,139.0390511015632,13.306186672637702,-0.3981467899768018,945653
1,60961872,5,2021-09-06 08:00:10,49,11144,64,11133265,27,2021-09-06 08:00:10,1757579,2282279.959393652,2021-09-06 12:00:00,30261003,9,0.000362113520453,3682,94980,260653717,3690609.858957601,395,50904,24176449,1562654.161389894,1168,7706,82124220,366321.6303877766,555,16238,57009836,36522.457452628405,2719,3194,3443,458,17640.69981272213,35433.42826416766,22636.799606022323,16728.338522155853,5497.636478878833,5602.819250792617,80.49504911404343,4677.136938893468,53524172,180,27614,90576057,474267.30411159474,1850,4755,30280987,5277.478570717239,751,6696,13710827,109689.01514982482,623,213,18619907,16380.255739642542,90,100,24,28,10757.601162325496,6869.954836035663,2768.4864565390444,3792.414527853861,5868490,26568,0.0089355218268087,1290982652,0.054021867123643,626.5642821587239,163.47449250914633,0.6092756015701877,1488261
2,64392712,5,2021-09-06 08:00:20,26,11141,86,9051086,90,2021-09-06 08:00:20,469895,1736244.5851060934,2021-09-06 12:00:00,58762408,37,0.0004703610660407,8684,135566,133678748,4094082.764454092,1330,18894,69623238,907252.9581498216,149,16842,65591258,183851.8405731543,308,47261,69360330,401958.3258958343,647,74,2322,499,6753.260114749058,34352.06346993131,11529.17385599471,34341.38564456556,1868.230443408847,5156.502370248796,55.50881888529092,1193.8115659715172,60453778,1839,31639,18767091,1380524.165150953,2939,5931,46766688,426872.01119276695,947,5136,24554652,118353.7305882374,221,5394,27896432,25368.87154466683,9,25,53,47,12161.363549520407,7593.947495340455,185.64711187974197,2791.6377327710125,6922578,1799303,0.038792739413248,2090344304,0.0576493355278449,883.3907051219346,377.6302274614056,-1.1009625799611902,133779
3,64096329,5,2021-09-06 08:00:30,23,11855,89,7276594,183,2021-09-06 08:00:30,1020510,608509.0188459625,2021-09-06 12:00:00,45288312,12,0.0002295829554433,4110,46471,249365025,5032080.653725631,1431,27274,54333564,1174924.4641729367,633,19341,41108641,277537.8506590027,193,38109,2078764,535531.8045930645,1299,1927,395,3152,32370.5913437474,4213.33973437686,29270.213251670422,19127.31901699822,19666.80012416588,9546.61586491114,1183.6244441594506,1183.3522178677938,27627110,5474,27517,3623809,474642.1599985399,987,8297,20961390,310648.6718479188,31,754,20833165,142674.5501485542,832,2762,16859464,72101.12350613286,320,130,49,30,2629.7611679555,5393.012383908494,4292.080854771632,4654.172545885534,5586145,1272591,0.0002384275766429,1000083403,0.0684614591285461,1014.698244264098,116.5852105066993,-6.511236830094395,605620
4,65865443,5,2021-09-06 08:00:40,20,9060,17,32593436,181,2021-09-06 08:00:40,1786315,1202106.1413051405,2021-09-06 12:00:00,29051689,23,0.0003697991147721,5890,66628,167228308,381550.72066882736,1864,28366,2677422,1160439.9659473356,821,1,36725008,778031.411997264,388,9209,8547508,29557.88096798199,592,311,1358,1758,965.9194885554666,25186.93164915201,18355.16488833183,10502.210907728726,13926.18462661574,8285.238932779304,6284.44389486342,3294.935072602347,27074204,2726,29920,59449587,668589.5698700354,114,2916,10808892,493318.3110004022,608,4671,4210515,1100.0136255127263,957,4223,26398504,41295.13978462406,98,23,33,12,2922.286088687818,6084.287851681728,4624.42161386528,3181.1649584486568,3966449,756908,0.0294471463720813,1746696840,0.0639070168192292,242.19228013254744,147.26618264754427,-6.83068444135729,1705605
5,60886499,5,2021-09-06 08:00:50,53,1708,55,15816533,74,2021-09-06 08:00:50,332373,1499575.2097755512,2021-09-06 12:00:00,64621042,44,0.0003665959737372,3664,81770,175022131,2563467.0262981,569,36352,90410370,939461.3687150168,207,44947,54244594,633002.3406792409,638,36842,40640852,816941.6397788252,3934,1087,2718,1778,7811.622019361272,22381.651308090622,31768.62225176262,6390.33219292719,2262.7199244798285,7519.815359156806,328.9988447967493,5788.348114012904,70911402,1690,28082,43708607,1307410.8227744475,738,7844,17355779,209624.5960999849,808,1670,25584859,85781.95398317352,95,604,6992928,5408.829423048324,268,46,18,85,20349.50380162843,5179.315822687729,5191.663887105202,5791.472951418251,9592005,480814,0.0055493314528113,891178200,0.0471332112054765,55.67228499306202,172.6678024852899,-6.858207246775288,63437
6,67439996,5,2021-09-06 08:01:00,9,4510,74,25347675,213,2021-09-06 08:01:00,110339,1599937.8947946248,2021-09-06 12:00:00,30476529,51,0.0002485170645543,8604,74907,380808961,68445.0704762303,380,17401,91688859,408158.03338648233,1040,18342,60907746,620715.658432486,230,39901,56171428,845966.6717065438,1317,352,994,3107,14124.142808270097,27369.36407373741,24985.35406903573,2598.805947141255,2023.970529470508,7868.448660619757,5275.735352899246,426.32055647592085,60085587,1837,15305,100293061,310250.73535554507,1487,4296,47048602,120424.49926524176,1017,3202,2898254,123337.5080219454,504,6379,19094662,113864.91365976632,280,89,69,62,2596.36568801186,2928.112069368363,2365.24209488914,3677.508055094591,11126597,1113164,0.0180158889870623,1703102815,0.0547050036432869,123.97963008480777,202.2930859523169,-4.792347075101122,232057
7,67725434,5,2021-09-06 08:01:10,20,9711,16,15949545,110,2021-09-06 08:01:10,1483990,2171902.1348523065,2021-09-06 12:00:00,70154508,29,0.0004929323885985,2661,134237,295697798,5193513.970350563,1644,20563,90272951,608088.6267366471,303,15189,78658350,515955.0885213305,374,1307,40343975,568083.7008128613,2301,875,1455,1277,9614.09587923743,3427.1777247990663,15161.464817393811,19191.92430141726,17945.08725126314,2335.739190435374,2536.559378874408,3581.940094629327,27559303,1517,27828,54994336,1364764.2109209143,2600,4129,38408167,135705.1731295194,558,1246,9886472,48247.27097522154,185,4958,19987775,192046.28038401145,316,119,37,0,15642.898632550065,2768.169977998927,4151.826809541867,5417.806442013166,8452438,1504207,0.0277119439344819,397006663,0.0203793308884973,324.00861713184315,344.1407505557374,-0.8964799229081715,1360451
8,61502943,5,2021-09-06 08:01:20,41,15527,53,6840962,63,2021-09-06 08:01:20,1358052,555076.7681226294,2021-09-06 12:00:00,23447638,29,0.0002868244919022,4911,92517,66184637,2434926.2994855177,2213,45063,64982928,749327.5500956527,936,11302,11742704,700524.85694205,84,22542,41114023,801046.947811726,792,1186,792,3003,40738.76822649384,5472.105999024347,3188.874000637052,15147.86487795738,19512.613971473827,4316.839602327696,5464.813934089029,872.8706072454247,69177544,2410,7136,65200330,409654.5008168411,1548,3639,21843043,208283.86447947065,355,6754,7352145,227562.4208621281,420,3180,32913118,4625.567184185149,34,126,59,52,2161.078587949243,8764.339207278921,3225.751834287237,5223.736420084244,11403924,866937,0.0127390551890735,2130461300,0.035748723095926,1173.126027950234,297.2122250401528,-3.8108538307389703,1145163
9,68112935,5,2021-09-06 08:01:30,33,2189,15,482915,50,2021-09-06 08:01:30,1510541,1172793.9756150674,2021-09-06 12:00:00,25910503,49,0.000199052595742,1840,5625,53289526,5197904.079172413,1085,14548,88499672,438427.9178148763,765,1265,31456384,607564.96519744,914,41855,30909485,730739.1452190318,994,1890,2168,1563,794.5994647666614,3361.398947151306,907.9414643994828,4409.971846855024,7617.1385512823745,1552.3709920578503,4171.019778903448,3374.9759153544533,32975735,3239,19491,81736689,1419046.247821371,1499,6368,33690657,168624.99854408164,225,1618,12564278,221944.85907380443,683,5908,2869899,1897.0224757813096,198,103,19,2,4925.122717094964,3342.5200095894256,5125.170331718924,369.09192263800367,4397070,1093291,0.0174064766814907,594616160,0.0175358865860218,924.3863694280108,486.762527482981,-3.2791969999405897,1413781
