,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,alloc_nodes,eligible_time,elapsed_time,req_mem_per_cpu,poll_time,pending_id,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll,poll_wait_sec
0,66612656,5,2021-09-03 08:00:00,9,16499,47,2744072,128,2021-09-03 08:00:00,2163721,1281024.524841739,2021-09-03 12:00:00,60690059,41,0.0003442184325444,8255,135550,118076077,3664988.18318548,48,22010,38164086,514075.44569802127,1137,49199,33769724,867556.1959780409,274,7772,28023548,85492.1853933894,2549,2246,727,1955,36261.10830962948,14524.035854258,31890.01768068138,18747.55269725455,17545.097091561245,4349.9163477445045,5121.260550116041,5077.338934677371,63186585,3553,20714,69721689,235162.601116649,2777,1908,26245781,153025.72800046025,935,1059,30221431,216052.750421426,202,3264,28405490,148726.17169375063,218,22,14,40,768.8828471425518,8135.286735984512,4922.3013384690985,2270.7566991614253,4674282,1729216,0.0090069148126981,1852756489,0.0140822609544872,484.98088038896657,378.0839528004377,3.979021914131263,1941376
1,65434613,5,2021-09-03 08:00:10,8,1922,73,29808437,113,2021-09-03 08:00:10,2256389,247880.83724120067,2021-09-03 12:00:00,24914574,23,0.0003271790282951,793,80952,215978186,3194587.015411793,1314,26008,81927602,701333.9402541451,235,46445,33473493,526345.1016309103,50,42391,64832884,1037.8175858221423,2404,2117,1335,888,34059.86008582798,20584.1755332822,27909.363622250778,10604.766887510616,20565.578050749693,6764.001345404984,6584.466429529358,2803.074409462461,71027383,2798,9517,122182327,1218261.0210745295,1613,1481,13503721,279514.4376964384,1136,6724,8536979,140360.69051707682,765,5864,32785620,7475.37914536581,348,86,17,61,13123.228840671298,5051.29704482912,3247.6927141821398,2456.497747405885,10666101,1428636,0.0134028964750188,1150867859,0.0533490833555729,1033.6838502645862,65.68355120846655,5.340419938087251,1896582
2,61180233,5,2021-09-03 08:00:20,50,2943,42,32426809,144,2021-09-03 08:00:20,2023151,2221965.2758050943,2021-09-03 12:00:00,23993923,15,0.0003880291541606,3876,68855,31749584,2290534.668647673,1608,41866,91423870,1397684.1526988307,990,44904,6428584,270686.2396530891,339,34214,43114511,418261.3173342635,1054,2131,2164,264,5721.002154136239,9346.868844557235,5784.743858184514,23319.04657931958,20708.03670699944,5805.519877708828,6294.573523547168,3768.7784020702616,66201815,2980,25973,43890430,744276.9127660431,2879,3739,5555696,103465.8829607178,86,2117,13433305,47765.41031047744,758,3506,17818482,112140.49140563764,206,27,42,40,6560.162810556431,3256.2742870284496,5154.4231207238845,1538.3187633769212,8735990,743571,0.0401153578302633,982603652,0.0614601905923162,169.47040866164946,436.466847028369,-1.5911053835541962,1818827
3,58974626,5,2021-09-03 08:00:30,34,9428,5,25127047,118,2021-09-03 08:00:30,2091500,2430873.46070958,2021-09-03 12:00:00,47251413,27,0.0002968652601283,3036,132807,9560404,782667.8744637732,2203,43958,100932766,921196.0278596636,1157,51826,74546701,701711.4143308658,317,53562,26902387,381056.6954039348,2121,520,650,1465,45289.07453914212,11606.092231741672,31337.11251868444,10188.577601215282,20967.930274106868,2596.693127242525,3821.223895396237,128.8245240104502,52987166,357,13608,18862327,1058432.2591305524,2654,2668,41628573,226097.90513300532,88,5283,9045375,138739.56684975445,358,1059,21863993,183852.96042633412,109,75,48,74,15832.047617253727,3568.6149565806386,5151.4359346173205,1373.7722407853644,4944897,488986,0.0402953872428553,1607489678,0.0228172308719617,737.6769035462269,318.3453275747213,5.412177671537284,2053736
4,64167651,5,2021-09-03 08:00:40,28,13069,25,28301402,147,2021-09-03 08:00:40,2107804,1687176.6362125347,2021-09-03 12:00:00,31822579,37,0.000507757200521,2874,65984,173498300,2369971.1969872406,2093,15615,18639323,21330.72924013641,323,6024,27733602,582175.9536127667,760,37084,35612359,714205.756007305,2810,2644,1234,1225,1352.2208059939535,26354.240767451607,24337.857113175585,21018.15594639923,13383.65527086615,1364.4872413717403,4145.60838296583,40.75512723377959,39331952,5567,13807,101383278,766401.6518980849,1114,3426,24013917,482140.1304064445,901,2992,7890863,26084.087034040836,713,2690,8376690,130062.95575619832,197,6,29,29,2776.102116573904,9488.78485276647,325.7051141499328,4088.746154031843,5692438,1607843,0.0353518145155463,2154776110,0.047137527011674,655.1820001331362,396.4181099626077,-2.2739183358694053,1972278
5,64293685,5,2021-09-03 08:00:50,19,7816,39,100596,235,2021-09-03 08:00:50,124396,1168518.3931757584,2021-09-03 12:00:00,68844569,13,0.0002660453086811,1212,142068,368273166,4329729.553343859,1268,32368,2521979,727739.2930944535,411,52481,71984565,742993.495127765,896,20063,73673355,501207.459475192,78,2428,1988,1412,49707.36869267575,3276.6814322877603,2398.712193704352,20831.807949899856,14540.345537996527,6616.146877762001,236.63449143964584,1612.781538900609,61762576,2578,23483,61565724,179702.23956107002,529,877,19166084,437177.05808675446,577,3709,31890459,20402.343485709516,454,6927,8577207,178750.52350673304,331,63,81,69,4279.579283697064,6816.047166759695,1281.085917528837,3201.496149579561,5302193,1621545,0.0091954824355402,895147375,0.0501535500883991,867.1554508588808,4.76504372557172,-3.044139239020234,95592
6,61895102,5,2021-09-03 08:01:00,39,4537,60,9325568,214,2021-09-03 08:01:00,76358,1242994.152554745,2021-09-03 12:00:00,56864203,41,0.0003124823840172,8098,132672,450807448,3492203.2267469405,2399,14446,86632880,1316194.5829708967,124,25370,53977669,888813.3373446817,486,35569,26300429,674955.4129124754,5,1831,970,1018,48951.14043963346,9460.590789456175,12053.984992948055,14078.214478966547,14409.466602145816,6880.1463098693785,3386.221082453023,5021.122635800465,41477269,2255,21591,112728330,917747.7177215314,626,4807,6406995,68281.30169315106,272,864,923452,91014.42051055402,639,4722,21295342,128073.9843272499,75,113,31,5,4068.546971229865,2678.1246026743006,1022.9781081417824,1410.2358782271003,8599538,2120262,0.0078529787838364,967587008,0.0577629903276676,507.4242354538962,339.9366232192975,5.6647831890358304,169544
7,65091606,5,2021-09-03 08:01:10,8,3335,22,15891837,48,2021-09-03 08:01:10,1362331,206464.36658948747,2021-09-03 12:00:00,49252002,21,0.0004372647094217,5958,111065,449286391,3331340.6940210527,2137,41463,69931,109290.34506137315,484,13165,14685700,214345.2772101508,150,20123,49831810,370669.1247980833,996,1373,29,1031,48782.55491546168,18683.13694984781,21484.061735827385,30033.504071022588,11244.612647934628,370.4531144877664,5129.9181846948695,3844.619894539312,24075981,5665,20864,96009012,415642.5683941158,798,8730,10586109,474072.8434868556,1137,6506,30951546,4844.539227260116,343,2996,827153,104550.5498029308,64,111,54,42,4723.121789608216,425.70317007378605,5130.513205296863,6343.774350612879,6746614,2475728,0.0379472330218695,685451467,0.0089448607479205,447.6958988601127,261.5658736208832,4.758364838285568,1268489
8,67017576,5,2021-09-03 08:01:20,52,9204,43,16017638,12,2021-09-03 08:01:20,152605,2457299.9902662155,2021-09-03 12:00:00,60625762,14,0.0004050292133785,962,109501,235646321,3404258.6930419737,50,53479,9177428,1035899.2440180238,560,43366,6744854,851258.2493493849,39,29259,52376891,48832.81507778116,2643,2634,1555,2899,13374.828742229687,21464.264848002866,3964.698215054314,6526.215789439492,12275.42934365282,4051.6707752052257,4971.550914178063,2616.055913563794,55893531,4355,19280,105938024,302182.6887072251,1554,4196,22625272,416100.60265906336,802,5951,474412,190809.78344687005,589,5046,29390045,45063.32089811692,285,90,93,17,16863.082135668083,10345.052365556525,1136.8307462622913,6544.38387351853,9275178,1558155,0.0362477111001226,591885923,0.0313713538629523,638.1053355941792,233.732640814711,0.5118902465156543,74433
9,65549919,5,2021-09-03 08:01:30,39,6152,13,13962829,221,2021-09-03 08:01:30,375391,731743.766328081,2021-09-03 12:00:00,68647901,44,0.0003741861818,6827,124248,71699591,2059455.5036520069,191,51509,27528950,1426277.6417617116,288,34286,38436282,1015318.6574036035,254,24692,7687158,824865.2980062488,3690,2625,1930,3219,37755.50563501427,27776.12043952875,10872.458933651453,471.8520868143017,16387.096783778536,6777.406959565305,3676.307843880156,3032.7181773563907,37581509,1858,2600,60722631,1311560.9650855227,1908,1300,15926632,50316.94421529098,6,2442,11386271,182709.36160757503,21,41,32213329,173111.0110782786,298,53,64,95,17973.674775111347,1426.632588505779,5447.324735570256,3507.6834948518062,8937011,732965,0.0433962839143769,650932029,0.0627741771770762,740.8381603330556,211.7472305583474,-2.032109710337033,271618
