,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,alloc_nodes,eligible_time,elapsed_time,req_mem_per_cpu,poll_time,pending_id,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll,poll_wait_sec
0,59628664,4,2021-09-06 08:00:00,54,16855,70,7535740,213,2021-09-06 08:00:00,1654844,167706.6116182369,2021-09-06 12:00:00,62453678,21,0.0003432547323274,31625,375114,171998682,1966634.5627309864,2029,62425,129892634,536097.3929011438,4308,105139,916027904,4030467.401889267,2972,112272,99522580,2627558.122405695,2639,3079,3274,3894,87046.96064967997,96257.53539741566,34586.732668798184,69177.47799460929,4534.588750298667,26431.831756907213,19453.72495266504,21950.0695656452,62420627,4259,38258,28751779,2311171.3583090277,1992,8255,105605447,-117912.9754587342,1101,2670,18753755,19200.300835653416,725,2535,35004901,308949.8675468353,976,465,323,328,34293.22545002693,14507.438646224324,10173.108337240952,5408.517310130964,10542998,10256841,0.0596538727618534,2821891223,0.019675577406884,500.1112464668024,42.5568997177113,-4.818334737725467,1212269
1,65030275,4,2021-09-06 08:00:10,6,13060,94,10677049,121,2021-09-06 08:00:10,4297222,697374.6769417808,2021-09-06 12:00:00,65970977,28,0.0002024104556935,38519,38128,3176087866,11256697.139614947,2293,97776,2201189216,3697617.389945977,9575,227428,278289992,3795208.796204798,2064,39331,292299540,4179061.0788190034,4006,4762,1690,1469,8836.905347910224,103892.94870816104,32907.65790518293,41656.21606468165,48140.93682316788,47208.96772734164,36660.80475600025,39014.62243712047,30290382,7546,12536,66889403,1902184.5133230065,1750,17163,64744729,3321804.616219548,276,11901,26252493,782579.1831487617,731,4802,40367764,234162.7678748295,824,556,70,5,14604.583917320228,7637.735752655738,13425.337294277797,1857.7465687442536,6554437,465646,0.0536862838297269,1806428517,0.0456165163554211,694.1707906914039,72.52047910387594,-6.832026352816866,3795941
2,59659766,4,2021-09-06 08:00:20,35,18556,43,7381434,91,2021-09-06 08:00:20,2382111,1265650.997347314,2021-09-06 12:00:00,41684210,31,0.0002155357659131,7196,769177,1792503833,15332599.993727015,14564,49531,2777116615,1045683.6809511492,10460,9181,277997477,4662680.227009429,467,150648,351285760,470750.6594572551,5627,1842,4112,889,50063.58986762263,35778.63484650138,48222.8568120064,11967.088263966403,55552.56600099902,36100.01994942419,20289.896777427024,16823.43532795337,27335818,6475,58003,255675041,382431.1684275077,88,11081,113330275,1673375.7910306014,2543,6112,41876738,1774681.0504965764,1127,4176,17929873,153213.5478018696,563,492,69,262,1121.5537852166708,17236.541230135907,11823.560574945586,7567.01258343568,4640205,1229930,0.0284770322271287,2366792648,0.0352172455071415,508.1834584308689,8.062007864190905,-3.086218397422799,2105707
3,65849793,4,2021-09-06 08:00:30,56,5117,17,8382366,240,2021-09-06 08:00:30,2342498,461789.04181162216,2021-09-06 12:00:00,76492494,52,0.0004967755721263,29532,379840,4640214384,8098899.731404619,11009,124640,1951859896,2120509.836980708,9231,267675,629768527,1073689.6890065423,545,10840,513822373,4302895.770365308,5606,5361,2203,3063,78106.00478053979,5080.898967381448,41541.73672227784,71181.7428837757,38464.07060581735,8734.825570780997,53170.63315896667,40104.23901027586,26077785,9768,57217,351303732,5250016.389590515,3256,15537,103077960,514773.0241429437,1082,5505,35458242,61268.25063824609,35,5782,54579690,844153.5281679016,293,310,219,195,27060.536036906564,443.46992656019086,8528.686789068295,2040.51613532726,7414448,4033100,0.0240924404517909,3861324074,0.0498211153341906,445.1089623009193,14.18752907394668,-4.5734527514282775,2246430
4,62433089,4,2021-09-06 08:00:40,45,3787,6,13143094,246,2021-09-06 08:00:40,3904754,1021066.0398854936,2021-09-06 12:00:00,69297792,51,0.0003035240873578,1793,201194,2465056747,4204191.784715385,19,172318,1700627337,1204878.0400649875,9447,66113,238098302,2424868.0280769104,4323,16066,35604390,4595832.585887542,5712,4173,2704,4272,125540.26387077474,15441.982579701174,68186.03423353865,41454.65038829594,7306.2158819581155,14986.68677943792,19860.10795763359,3025.042212581196,73486848,8172,79625,302494410,3881497.928755669,1020,5644,24675237,2067267.6335942124,1746,5487,37851073,1110577.563563347,413,6330,9771463,673650.6956128024,773,144,340,140,26534.29914211868,4879.689819840877,6716.345589661168,8016.919628275289,8967343,7618734,0.0526321265322349,4183190594,0.0204843671641495,1015.7412581145272,51.08186796716461,0.470804448879119,3728947
5,63784226,4,2021-09-06 08:00:50,13,7713,67,8150075,68,2021-09-06 08:00:50,4458296,302070.4164230671,2021-09-06 12:00:00,41116148,16,0.000349707179347,13821,93104,4277433601,2285625.882694701,5736,75146,459691166,3369753.4749450013,16434,55874,677447448,3943280.3553239903,3991,29233,235170014,981910.0908123108,7721,1962,2710,4634,12920.656875222165,90322.4415718758,23729.21285745756,77053.47079564676,65626.26564724045,38231.56473667158,34393.72798760354,36722.25245192248,70473624,5727,45379,219366344,2657963.790442983,1303,12341,97594474,2457747.248293286,1124,8636,49223098,-1282.3620089618344,1999,3706,31544617,391795.02999184746,521,458,103,143,12791.828127821553,4519.725233093374,744.1208978759821,4028.430424936503,8768285,498118,0.0850822920685748,1708371599,0.0340041814951755,11.592527199359928,60.87108587538026,3.2105373604403624,4100917
6,63208311,4,2021-09-06 08:01:00,15,17408,80,150275,121,2021-09-06 08:01:00,3814023,1028962.6797965752,2021-09-06 12:00:00,71221717,17,0.0004028783756163,35332,363886,5115119129,1410912.2830927824,14918,149308,1171955162,863450.3442782862,8594,256386,41128105,3691901.872695957,7235,56934,184678412,4112816.788738391,7168,192,887,446,175964.7876781716,119216.77006008236,37295.91024519245,14456.89323953457,15044.680093708575,3888.3976031308257,51913.38301592973,12637.990048913924,70754219,10338,34699,137219503,5702533.410387015,129,22571,89535141,2289883.5889870645,2058,2768,26189040,1353042.924194618,1836,11565,31279737,472968.69129227055,407,370,89,186,32726.56178158238,8539.938277721276,7829.237704004881,6230.80125415709,11990148,8092235,0.0065680222056397,3004682556,0.0334394086939933,49.23793779232484,7.115378553580586,1.731488655722945,3448955
7,65329567,4,2021-09-06 08:01:10,36,10309,23,17498247,94,2021-09-06 08:01:10,1646045,143192.91198939938,2021-09-06 12:00:00,64880621,27,0.0005152051599718,38397,49313,2368993355,7117459.615305546,7013,77316,178451372,3312453.731770837,16569,95139,879367667,2572474.9504378564,3745,74075,363149664,3533497.051025035,8611,5351,5366,675,146630.40850008672,33707.962933847586,75724.06633257482,56451.75932449841,7848.382387715719,23843.359135951585,12873.841568176029,35241.36676895617,73457684,1716,21763,218015665,5229180.145652229,586,3569,82037618,1467417.9670563529,2593,3122,58515183,1376289.8591323742,1682,548,60464428,451464.8087364613,377,410,363,289,45277.94519866405,5305.74292830275,13284.13661166255,7697.317428338135,8431253,1571683,0.0804374682028049,4468401150,0.0480823710643158,915.489810994634,60.084815886434775,0.4090802149099177,1518042
8,60468230,4,2021-09-06 08:01:20,33,8537,47,5862293,267,2021-09-06 08:01:20,1610485,164466.4940771112,2021-09-06 12:00:00,32543589,33,0.0005249994855581,24647,28144,4218167046,6226500.972866152,4347,80264,1847706961,2873316.592640687,8745,59318,399870692,4009371.017126675,3947,37385,393343928,4222382.38607552,4407,3859,2340,5106,18047.48603954799,488.3113159289638,80171.60172496107,38786.55457420136,72828.4663707898,49659.19954290708,24086.13613163571,30522.32145930853,79928305,12621,8503,153495309,6558807.104068414,188,20748,50635106,685654.3355357847,558,2528,31085422,836976.507785966,1498,4604,57976708,404661.0056102773,260,451,127,75,5734.713144854753,2663.054695145616,10991.596708998435,1288.1988608055108,7656036,4332811,0.0695567777836786,3787559108,0.0176563732120983,509.6430581019293,41.52775352814087,-4.269660121196154,1396132
9,65262298,4,2021-09-06 08:01:30,20,14523,46,2825581,177,2021-09-06 08:01:30,4231747,914408.3244443232,2021-09-06 12:00:00,55027699,49,0.0003143938840852,18858,332590,5849414268,7087865.198822846,15808,222178,2299040352,3289440.796578135,10380,131973,1120901747,1096847.849358939,1597,83214,530741363,3907684.610866916,2106,2740,920,194,154896.15691429455,28664.33382185357,87428.05802806235,85442.25546404376,71794.02457791442,45805.54017762597,22862.531471388007,40313.78014873232,51027549,11812,59298,322778590,6648685.808125306,1607,9787,66101820,657951.2476776877,7,9572,18919523,1191293.4224083668,1397,351,30294009,655756.8530798858,164,237,68,185,35227.42503505748,34.166775115324924,1896.9055600922457,3626.161772615788,11624866,9602885,0.0607815794377867,1631647530,0.0044667839003969,825.5978488927136,63.87555531510752,-6.665262958614146,4034805
