,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,alloc_nodes,eligible_time,elapsed_time,req_mem_per_cpu,poll_time,pending_id,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll,poll_wait_sec
0,61871586,4,2021-09-02 08:00:00,53,51,48,11738185,9,2021-09-02 08:00:00,3301975,1911036.542629713,2021-09-02 12:00:00,46371749,51,0.0002129814478137,10797,854495,368500923,16540431.115969244,4437,192423,2184608406,5091173.10509638,14641,134963,516631150,380924.15388685913,8649,130265,110905286,3426067.927182022,1113,3263,4782,1359,38808.18674873503,49000.08563231376,99319.2002491778,37644.37518224325,16959.748972345224,8203.475803927366,856.083943656991,31680.307237309204,27871230,1997,6880,322673667,3843311.81534154,5045,6502,69034229,630731.9176059308,2257,11719,48632973,90224.27381860431,2020,9476,49657468,260215.4336626888,1090,11,30,281,44382.99008853556,8221.105746663874,13367.880978235571,348.74332890404696,6254230,6701186,0.0316478388455242,4099540093,0.0161208539024149,562.6155863587092,22.933807921784624,3.86033050058218,2903772
1,59402055,4,2021-09-02 08:00:10,17,856,80,324813,16,2021-09-02 08:00:10,2686659,926066.4205859286,2021-09-02 12:00:00,43035798,40,0.0002484796630792,5470,376926,3365034064,14765401.215652654,15325,265086,2137570351,2523447.35673476,1155,210980,766085134,2536716.764626649,1302,138424,432797226,496975.1799614568,7223,817,3726,3313,135342.20841690002,40498.48536638309,90794.69373291862,63426.32076487207,26324.653814643683,26368.80790939224,10070.10442656238,18171.789095516066,77219770,3751,58034,176786814,1706933.0368732894,3325,8819,68570941,-63052.81092725429,2629,897,13962888,690255.2812116707,202,6655,66125145,628261.6088162978,184,373,214,162,31936.39399589881,1069.1439147475362,7259.14995295305,3501.710401285066,10022355,6218338,0.022314409200575,2413073975,0.023787109748097,56.776770595652366,47.39043947013802,2.9477808890354336,2336329
2,68344867,4,2021-09-02 08:00:20,6,7474,92,11524775,225,2021-09-02 08:00:20,4147709,1458570.7136010393,2021-09-02 12:00:00,77252521,17,0.0003008420136259,22161,471269,4279804490,15139349.92924345,14856,208218,2377568008,2464420.0103717186,4771,242911,930826001,515709.1470234608,5800,48662,400383590,1052134.1860193058,1746,78,1328,396,22329.561580569494,98532.1023751416,37789.98510776242,54038.84293655019,77170.70902825204,38277.05837129839,30150.786248127224,16840.332524384303,24792959,4011,43516,33076701,6134598.800839372,1452,20060,96172617,367819.6837953184,496,6490,60120788,926049.442125056,953,2835,65040300,803736.2539171668,1078,556,206,101,27547.29540900497,13240.665596386349,3889.019735277912,7577.480750199601,4088126,2944294,0.0443104738679651,476139121,0.030912884959705,932.154593072386,10.221385417702034,4.089633143967859,3587270
3,62335473,4,2021-09-02 08:00:30,5,16537,80,3444224,117,2021-09-02 08:00:30,99451,1918843.67158892,2021-09-02 12:00:00,57547474,51,0.0005199760902467,25347,220354,5613443328,1250568.08783626,13000,12352,2365211809,1757655.5079379904,6349,75358,451740028,4740417.736146362,9052,127796,550277915,318276.490999277,4213,4476,2774,2548,23400.35022323885,66440.73247978762,80069.04380471747,46085.20868493917,63507.00192750367,46546.57911766659,28408.96208756389,21904.098382028,39084082,12436,15691,49547130,1009591.9695107258,4313,5022,29813378,227997.4287685608,970,2988,2390733,1322695.1092146875,679,11629,53367175,713612.3692158855,593,275,236,36,29024.58868528474,3170.0896116406616,3750.088194671376,298.4827278877869,12194679,9572197,0.0737203488514228,3323585361,0.035234176295182,54.43104812723169,15.316270736818815,-1.5320509726555187,312802
4,58465106,4,2021-09-02 08:00:40,17,7117,14,13132534,35,2021-09-02 08:00:40,593599,1481777.2507767708,2021-09-02 12:00:00,34752645,41,0.0004704519829207,25784,370544,1510586431,1143198.202349482,1409,5409,994180756,4747143.142103273,12817,6607,1063590622,1707853.4997605109,366,80214,203852117,2605111.6471148343,1215,646,428,2206,62528.609695646686,119508.80344370872,58464.22301828353,26582.552101096328,61792.35544913222,29350.42016954079,22920.872676642004,37313.07247671083,70288228,7079,51354,351425955,4852846.727435533,1674,11599,105071204,2350078.1966245743,1674,13207,52746346,1226721.2056450609,144,12696,51349539,544751.4249298117,246,185,322,270,31910.316173453604,1171.4753163164587,6295.021695569046,9254.866045710156,5732593,234084,0.0514479895839067,1601591292,0.0494675238778574,73.95722085926919,32.95653398209123,3.2985617629334776,515183
5,65240272,4,2021-09-02 08:00:50,35,11113,10,9922072,121,2021-09-02 08:00:50,2780487,1769861.2443742238,2021-09-02 12:00:00,32500367,20,0.000380845446114,26039,577332,1970844944,490815.650051484,11985,268949,441672437,4985060.062806606,9288,236722,1131662152,2839559.800463064,173,26699,166088886,5226171.774519673,8889,2969,2440,846,139948.95940336917,67912.75256257474,91787.29693571046,57946.09535123384,60429.91157106948,23187.754387542856,1740.615073640017,8655.64481342834,79370693,4623,13179,340723925,1565547.9520778316,3167,9571,9273851,1452458.0282600692,1542,12883,4705997,207888.36187361844,1755,8142,16373857,122175.7744295871,1231,310,171,45,39850.07393660195,16868.547998894413,9261.98841851591,5100.528079936565,7162105,2164789,0.0223412349336896,4009925967,0.0085377955475296,211.5287485702621,74.19805236577442,-1.86890284734449,2521326
6,66680397,4,2021-09-02 08:01:00,56,14014,12,13319307,243,2021-09-02 08:01:00,2757529,1218335.3872731929,2021-09-02 12:00:00,69139579,54,0.0002962939942488,28208,538466,3126724704,2579427.859830576,8790,168421,2232924628,893843.3956954187,511,48395,550163081,3455053.598462101,4819,57055,123271941,2842560.3065149155,5437,4655,778,1335,14568.182962899778,8177.891173208296,49456.968372884425,28994.5805789079,9606.456325633428,46843.69351719773,13693.085175509745,23300.54200450852,51317085,11326,21695,259742848,6106333.703633782,1944,19472,13770619,1794373.492942154,283,12399,63565519,903946.7223678804,1212,6734,37407304,793702.1170080623,1060,419,64,246,34819.77225099577,12542.433640350217,10474.824431338662,6068.714446540249,7589014,1435007,0.0678450157383047,2907712009,0.0062988220278588,1003.3662122441808,47.326555997170246,1.3149598081471456,2526737
7,64744133,4,2021-09-02 08:01:10,47,6464,30,18491087,62,2021-09-02 08:01:10,4427135,329432.28332866763,2021-09-02 12:00:00,63935354,49,0.0003603026474734,28392,44603,622863079,17096275.22144894,3565,146961,705263702,1008498.5810007484,13052,9003,584568534,4112539.415718726,3693,132002,502650728,5145620.303811812,2362,4787,3423,3088,118664.71235501317,76038.04898513012,30354.604836050938,9920.870577089803,38868.97196712132,1537.392402486544,30532.97235678746,33634.21346964947,71636193,6150,21870,290171504,6719542.835122108,728,10039,49719062,266710.01282376505,665,4999,30410944,709251.2225750076,160,12375,49573739,242560.86977085227,67,226,103,146,6320.056396867621,686.4989481989932,17.6895132327319,6742.172720305256,9471386,2257369,0.0837159806356584,2855192982,0.0286225661070643,765.1927747509989,70.09958183447974,-3.2141662962510127,4323127
8,68830975,4,2021-09-02 08:01:20,13,10670,1,16132797,277,2021-09-02 08:01:20,4738009,962423.289404714,2021-09-02 12:00:00,73163445,5,0.0004009854757963,38581,383047,1917402998,14995082.752306834,14368,207329,2008706137,264333.592799095,13688,224170,413907351,3057475.750997369,8762,53305,174227003,2325180.651161019,4962,1928,5287,230,55822.156086321,82548.43512732701,57396.48940033368,35883.565615296655,75818.84875017295,46814.84016717676,49742.17140448817,3904.3211162869534,48470576,785,9060,193722168,2276739.743744956,4598,23548,66355092,3430144.662217942,636,6721,30179867,1603164.8890000607,339,1063,22320167,783871.7942485975,1148,244,227,283,32645.40913323954,10923.10668995462,1469.964845528861,9239.979260041158,10292687,3676284,0.0656909314358344,4406619583,0.02357002401841,455.60446865621793,27.2736628509222,3.705397050900317,4543990
9,67820881,4,2021-09-02 08:01:30,45,7573,12,230168,172,2021-09-02 08:01:30,713287,1625894.7484216397,2021-09-02 12:00:00,61339232,6,0.0003081340173882,30673,303579,4710275397,16075684.740755754,11237,187108,2103036495,475951.9960070276,4737,121306,1046129910,4779716.827507302,3292,93814,208562259,2271219.834800292,8668,811,4247,1154,69506.88744792959,8700.41497215791,8114.210936190688,47709.41519730905,50782.424209288525,46407.42724389949,4007.279931932881,22106.830012954608,29102928,13487,20861,93658039,5132358.522624447,4246,12262,16301987,792519.9990091586,1166,5243,32543606,625146.8927040469,742,4944,18304493,193912.3242807982,561,24,319,139,38330.81613140513,3653.763318545849,3034.1190946950337,3474.5810694814054,6497492,1620754,0.0503146672572537,4070544239,0.0018044901659217,895.7506246631896,46.49668877197078,-4.468423297007655,584760
