,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,alloc_nodes,eligible_time,elapsed_time,req_mem_per_cpu,poll_time,pending_id,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll,poll_wait_sec
0,67449818,4,2021-09-05 08:00:00,46,12916,64,1623852,34,2021-09-05 08:00:00,1487146,1654921.4371359833,2021-09-05 12:00:00,38745502,17,0.0004428786736679,34500,683507,3940903894,12268933.97237117,11465,189963,773486796,5364614.955094034,17182,92996,793255998,3887468.6628507273,5589,59560,266247707,1578893.1467520546,2410,2238,1288,574,30673.661323665245,49178.02086303194,74768.9483761361,58172.407239128814,73459.77517257901,15179.395274213715,41078.75933828291,6708.449218363399,66913384,9237,35998,73170504,4892420.149797923,678,13633,69424092,2292264.9628593484,980,7586,22537959,963290.337772566,9,6918,44079590,934196.2028325556,730,136,116,139,32350.02670332765,7281.541952283591,1457.0884105161304,3031.348517235095,11830018,4840064,0.0342862977820532,2513052518,0.0248758677623196,507.2109408320558,31.62895911999905,-2.7824356144754896,1120646
1,67178890,4,2021-09-05 08:00:10,23,4688,44,1129219,46,2021-09-05 08:00:10,1206283,893706.8076908223,2021-09-05 12:00:00,62524785,11,0.0004037148123775,10306,822800,2746086315,7378050.033551321,11522,212100,1163429597,2416931.1861906047,9536,212614,719790497,2592833.462267036,7461,4464,517767686,832668.2164945861,3313,1410,4072,3637,19509.719745877224,55261.661700562814,98304.62931361118,101215.4151271272,19136.934193241603,30733.851148413705,23599.0825201804,18082.432028312385,61294267,1779,77444,29449657,4067034.895035917,978,6488,94063967,165435.31331724956,1145,3998,20559584,1636944.163668556,2242,2988,7427876,705374.0376057212,482,23,6,206,18153.61679818902,11404.468926992946,7597.2920848402655,4535.195962753993,10202785,6689354,0.0047547147599997,1587990963,0.0505183870834103,181.72798521741177,46.66133370694833,2.4802709526040605,945189
2,64138711,4,2021-09-05 08:00:20,18,16185,88,11255745,127,2021-09-05 08:00:20,4637102,1304886.2047083972,2021-09-05 12:00:00,55226568,10,0.0002365053041123,27065,805615,277998913,8393215.178591574,8035,71247,567018947,692323.165124154,14171,222968,83361149,5059066.171066927,6443,62298,434957015,3353599.062574439,1578,643,2774,2895,120024.0531614575,76915.52609637479,84278.39810462475,47387.45280540893,14159.570662161805,3938.8214493273954,17704.448078054233,8615.835004161674,47962964,4824,9559,131577784,7153549.529606412,3259,9,30131756,2099265.8233367424,1792,11499,4228186,421284.84354046686,1718,1960,64935356,127564.912931363,1239,377,73,142,9814.78357736254,13613.375936518749,776.197821097247,1794.6951937470258,7332616,10245417,0.0658202763465151,3598375165,0.0343308928475911,2.6051090628456848,8.646852730269478,-4.1590454004255095,4065367
3,62793409,4,2021-09-05 08:00:30,47,18281,87,2458914,141,2021-09-05 08:00:30,2063864,1297166.8753816837,2021-09-05 12:00:00,35171361,31,0.0002948569170059,33600,206074,4826337253,7042436.133930865,8173,9078,2075050077,2563466.9714995185,13359,90384,676795069,767460.8369533564,4570,34550,541054297,2888864.9129794063,8507,2036,1089,5179,103782.27490856948,45651.98605217104,53588.04409963734,25924.798474028597,58304.7097712804,22976.8101885495,53335.65882869968,17028.933680912403,58072177,8940,45698,148251221,589844.0243240383,2659,2517,32678988,838795.4110177045,1315,4906,63992592,1479384.3945788522,364,8383,49018423,822048.7556017654,244,117,189,333,35263.285829568784,246.91780508920124,8875.279753037807,7340.651798306199,10229898,7267812,0.0157128111506968,4674206630,0.0067742548668108,183.36805711084625,18.3433398722386,-0.8806388039686537,1701664
4,63652711,4,2021-09-05 08:00:40,36,9260,30,14838256,7,2021-09-05 08:00:40,4346168,1732783.0906783617,2021-09-05 12:00:00,42974409,48,0.0003627494150495,30584,322171,606113726,12063744.020665,15480,223432,1932005183,3753271.9849043298,14966,272906,347215185,2167221.447969317,4843,25565,276386466,2997305.7378928554,3652,4044,759,1081,91118.7665918947,15699.863533456177,38173.130472413606,65796.1455599185,42691.51372838295,21706.736470092837,53124.93098389046,27231.27900894246,45897600,3937,57125,136782934,6214632.142495582,3684,1289,35682483,2668655.0501490817,1557,570,6427609,71094.01320353884,627,7881,3329829,294411.26296683244,635,128,369,227,34848.995782598526,13549.838999089015,792.4832481118121,3900.773373365172,3974546,9644507,0.0684262351661467,4585332110,0.026283656273078,811.3088685622002,70.05985622582571,4.170572642428251,4130752
5,58135854,4,2021-09-05 08:00:50,35,18274,13,12234139,37,2021-09-05 08:00:50,1642649,1150232.5841828007,2021-09-05 12:00:00,39825170,34,0.0004706847851972,33403,453716,1916017307,2543697.8643725705,12341,79003,2054844015,3079331.8770147674,918,272080,485103213,387670.12734137714,4414,64758,302911007,88004.62113010157,8922,5259,4472,3948,59850.48873148651,49846.811542729294,39277.0023833743,90993.57946545344,50684.95696741075,15133.683433052329,21328.139471454357,4877.125186895472,41162658,13482,22865,126343276,7246604.105532139,1851,11895,22053053,3103352.6204899205,937,5757,53700810,1796198.4221617745,483,9443,48907568,934340.0516045962,1059,429,148,319,49276.88170042069,5963.364781956272,9856.371411686045,19.86901860712852,4856152,7221732,0.0071148936470718,533268402,0.0076691483622813,202.3883185708666,57.0254682782689,-0.031414897829074,1413252
6,61091253,4,2021-09-05 08:01:00,40,18709,81,6946768,244,2021-09-05 08:01:00,1192474,1340139.3112356325,2021-09-05 12:00:00,42159693,46,0.0003831266974034,40687,745414,1599960210,5374769.092979987,2579,136624,2143318048,5397513.352976765,12738,217072,1108584657,4686679.412504504,43,24277,18193936,1496502.279460352,7648,3094,2312,2033,7590.388333839202,11249.577688110374,90221.76228638698,90621.34060140776,46928.26465829408,2407.071707658936,4705.731363313577,21983.379289213943,62998776,6689,51752,293344248,3348744.592899789,2370,574,66136413,1571614.7801575677,2975,3662,5386130,1430100.1421930352,254,12106,40807014,661850.264858721,173,62,147,190,8799.40840984037,4800.702504571314,11831.34224298836,356.59930934909283,7378023,2684299,0.0486364960332739,2953237609,0.0072937427236097,727.0740021053684,65.02334866850734,-2.123957917010884,875561
7,62361636,4,2021-09-05 08:01:10,19,3828,7,7472684,271,2021-09-05 08:01:10,2648270,818408.490237386,2021-09-05 12:00:00,71451751,5,0.0005413364363439,10380,30906,4520105832,9804542.315624464,8614,207010,892637342,1978179.1369498507,16417,7321,458779074,94026.41974455744,5627,109850,139741042,3729186.4627755512,8709,5287,4522,5336,9742.454028981205,89159.86372876,10650.136437050462,90972.77262650664,41428.104767167926,33099.88594414597,800.2968848744955,27707.395471514603,76517382,12791,51693,151294109,4217453.759445204,524,12010,68467288,1594251.519716323,1542,8748,19341954,298129.0410502143,859,8111,43458718,532798.1846991291,570,201,208,92,37978.813534851135,8078.35706281303,11865.117513834935,1684.457633289637,6789756,493828,0.0535246482229379,3837314616,0.0008115769121315,783.6924588024823,54.83634528869656,-2.4813354375331844,2517650
8,59599484,4,2021-09-05 08:01:20,5,19055,30,9615701,23,2021-09-05 08:01:20,4396589,2013245.889161461,2021-09-05 12:00:00,43954847,36,0.0004443058371465,17688,433292,182230069,16455427.310485931,8483,172701,51758725,5221019.382894993,7077,189753,226429690,1144684.115593851,2538,30366,429457699,4980279.510716465,6097,5246,1251,4590,140118.3738820422,36351.13489441274,53575.21085200405,82403.13677437643,68671.43029471996,41720.51479580676,40775.21589608698,22484.032681632634,56882305,13199,45274,210601944,4418434.974175283,1275,22443,21092446,1131271.7640535454,2704,9713,37523595,1648317.4223379898,291,11256,18226721,822129.6246221635,787,345,316,184,17145.637036853732,7360.328585630002,14623.287712460622,2870.3324427714947,7512014,2447461,0.0338299370910827,4236589550,0.0323234870306242,29.86265145164573,21.851388027523587,-1.2954738979371534,4137877
9,63421905,4,2021-09-05 08:01:30,47,13885,75,13741799,104,2021-09-05 08:01:30,336730,406211.0443153505,2021-09-05 12:00:00,60581058,5,0.0001866113603118,1768,554165,4744946914,6375671.545478277,12596,171635,849143234,3090996.150398259,11238,213731,283871662,4790510.795738665,6216,16500,391765734,798034.2546825537,4309,4485,1634,2137,1601.8047489439346,53212.37363126992,9167.114232815267,99082.25558287516,20507.644634267428,10773.925616471848,31250.716119565062,278.0919869099656,69802979,9251,15916,116109056,6007280.236540845,258,9160,71607844,3179864.189569341,1110,7695,52884024,91439.2797293076,1106,3317,36745797,551614.8053721553,886,506,124,97,2806.900997897195,8139.115554670015,10773.520316472384,6266.823170391959,5849106,2138129,0.0453862867902708,8876296,0.0316156831552623,232.1749550371975,30.18272210628944,2.9123703914234653,137702
