,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,req_tres,alloc_nodes,state,priority_x,eligible_time,start_time,elapsed_time,end_time,time_limit,job_summary_id,submit_wait,submit_wait_sec,eligible_wait,eligible_wait_sec,run_time,run_time_sec,job_augment_id,req_mem_per_cpu,time_limit_sec,poll_time,pending_id,poll_wait_sec,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_core_run_hours,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_p_core_run_hours,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_a_core_run_hours,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_p_a_core_run_hours,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,poll_wait,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll
116,59316910,2,2021-05-10 11:11:48,25,19115,192,49152,"billing=192,cpu=192,mem=49152M,node=4",4,TIMEOUT,1919342,2021-05-10 11:11:48,2021-05-10 13:24:35,86428,2021-05-11 13:25:03,1 days 00:00:00,59315841,0 days 02:12:47,7967,0 days 02:12:47,7967,1 days 00:00:28,86428,59315841,256.0,86400,2021-05-10 12:00:00,29532157,5075,25,0.00044620502751,406,19054,86722648,1000711.0,458114.12,58,7456,32689152,130048.0,114022.55,161,11568,45553152,819072.0,319349.21,2,288,433152,6912.0,5656.08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 01:24:35,29532157,7934,74633,320747246,5633712.08,92,9952,30372160,164530.1,25,3568,6925824,80154.98,17,3040,4813824,53314.26,0,0,0,0,0.0,0.0,0.0,0.0,4915386,3944000,0.029755,1690334927,0.019347,1.5379645423063009,0.6502100487313056,-0.43045981640046527
117,59316891,2,2021-05-10 11:11:01,25,19115,192,49152,"billing=192,cpu=192,mem=49152M,node=4",4,TIMEOUT,1919342,2021-05-10 11:11:01,2021-05-10 12:27:13,86403,2021-05-11 12:27:16,1 days 00:00:00,59315822,0 days 01:16:12,4572,0 days 01:16:12,4572,1 days 00:00:03,86403,59315822,256.0,86400,2021-05-10 12:00:00,29532156,1633,25,0.00044620502751,405,18862,86673496,996103.0,453505.96,57,7264,32640000,125440.0,109414.39,160,11376,45504000,814464.0,314741.05,1,96,384000,2304.0,1047.92,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:27:13,29532156,7934,74633,320747246,5633712.08,92,9952,30372160,164530.1,25,3568,6925824,80154.98,17,3040,4813824,53314.26,0,0,0,0,0.0,0.0,0.0,0.0,4915386,3944000,0.029755,1690334927,0.019347,1.5379645423063009,0.6502100487313056,-0.43045981640046527
118,59319048,2,2021-05-10 11:55:24,25,19115,192,49152,"billing=192,cpu=192,mem=49152M,node=4",4,CANCELLED,1916424,2021-05-10 11:55:24,2021-05-10 13:28:39,70214,2021-05-11 08:58:53,1 days 00:00:00,59317980,0 days 01:33:15,5595,0 days 01:33:15,5595,0 days 19:30:14,70214,59317980,256.0,86400,2021-05-10 12:00:00,29532158,5319,25,0.00044620246637000005,407,19246,86771800,1005319.0,462723.62,59,7648,32738304,134656.0,118632.04,162,11760,45602304,823680.0,323958.71,3,480,482304,11520.0,10265.57,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 01:28:39,29532158,7934,74633,320747246,5633712.08,92,9952,30372160,164530.1,25,3568,6925824,80154.98,17,3040,4813824,53314.26,0,0,0,0,0.0,0.0,0.0,0.0,4915386,3944000,0.029755,1690334927,0.019347,1.5379645423063009,0.6502100487313056,-0.43045981640046527
119,59319241,2,2021-05-10 11:57:24,25,19115,192,49152,"billing=192,cpu=192,mem=49152M,node=4",4,CANCELLED,1916424,2021-05-10 11:57:24,2021-05-10 13:28:39,46169,2021-05-11 02:18:08,1 days 00:00:00,59318173,0 days 01:31:15,5475,0 days 01:31:15,5475,0 days 12:49:29,46169,59318173,256.0,86400,2021-05-10 12:00:00,29532159,5319,25,0.00044620246637000005,408,19438,86820952,1009927.0,466468.36,60,7840,32787456,139264.0,122376.79,163,11952,45651456,828288.0,327703.45,4,672,531456,16128.0,14010.32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 01:28:39,29532159,7934,74633,320747246,5633712.08,92,9952,30372160,164530.1,25,3568,6925824,80154.98,17,3040,4813824,53314.26,0,0,0,0,0.0,0.0,0.0,0.0,4915386,3944000,0.029755,1690334927,0.019347,1.5379645423063009,0.6502100487313056,-0.43045981640046527
333,59254794,2,2021-05-10 02:16:36,49,5572,6,64000,"billing=1,cpu=6,gres/gpu=1,mem=64000M,node=1",1,TIMEOUT,1415079,2021-05-10 02:16:36,2021-05-12 12:42:54,259221,2021-05-15 12:43:15,3 days 00:00:00,59253726,2 days 10:26:18,210378,2 days 10:26:18,210378,3 days 00:00:21,259221,59253726,10666.67,259200,2021-05-10 12:00:00,29536464,175374,49,0.00033354898922,470,7080,45489032,214000.27,156763.32,43,1112,2835456,35903.6,33411.78,8,48,512000,3456.0,3326.98,8,48,512000,3456.0,3326.98,1071,46,8,8,33023.3,1775.97,576.0,576.0,22794.09,1508.01,554.5,554.5,2 days 00:42:54,29536464,853,5403,38779640,237061.31,209,1013,6966528,29053.89,4,24,256000,1270.45,4,24,256000,1270.45,1120,243,4,4,43524.59,7787.57,211.74,211.74,4913707,2516,1.9e-05,14125342,0.000162,0.11728395061728396,8.526315789473685,2.143157356065944
334,59254785,2,2021-05-10 02:16:30,49,5572,6,64000,"billing=1,cpu=6,gres/gpu=1,mem=64000M,node=1",1,TIMEOUT,1415079,2021-05-10 02:16:30,2021-05-12 12:32:07,259203,2021-05-15 12:32:10,3 days 00:00:00,59253717,2 days 10:15:37,209737,2 days 10:15:37,209737,3 days 00:00:03,259203,59253717,10666.67,259200,2021-05-10 12:00:00,29536463,174727,49,0.00033354898922,469,7074,45425032,213568.27,156331.31,42,1106,2771456,35471.6,32979.77,7,42,448000,3024.0,2894.97,7,42,448000,3024.0,2894.97,1070,45,7,7,32951.3,1703.97,504.0,504.0,22722.08,1436.01,482.5,482.5,2 days 00:32:07,29536463,853,5403,38779640,237061.31,209,1013,6966528,29053.89,4,24,256000,1270.45,4,24,256000,1270.45,1120,243,4,4,43524.59,7787.57,211.74,211.74,4913707,2516,1.9e-05,14125342,0.000162,0.11728395061728396,8.526315789473685,2.143157356065944
335,59254807,2,2021-05-10 02:16:43,49,5572,6,64000,"billing=1,cpu=6,gres/gpu=1,mem=64000M,node=1",1,TIMEOUT,1415079,2021-05-10 02:16:43,2021-05-12 12:42:54,259221,2021-05-15 12:43:15,3 days 00:00:00,59253738,2 days 10:26:11,210371,2 days 10:26:11,210371,3 days 00:00:21,259221,59253738,10666.67,259200,2021-05-10 12:00:00,29536461,175374,49,0.00033354898922,467,7062,45297032,212704.27,155467.24,40,1094,2643456,34607.6,32115.7,5,30,320000,2160.0,2030.9,5,30,320000,2160.0,2030.9,1068,43,5,5,32807.3,1559.97,360.0,360.0,22578.07,1292.0,338.48,338.48,2 days 00:42:54,29536461,853,5403,38779640,237061.31,209,1013,6966528,29053.89,4,24,256000,1270.45,4,24,256000,1270.45,1120,243,4,4,43524.59,7787.57,211.74,211.74,4913707,2516,1.9e-05,14125342,0.000162,0.11728395061728396,8.526315789473685,2.143157356065944
336,59254843,2,2021-05-10 02:16:53,49,5572,6,64000,"billing=1,cpu=6,gres/gpu=1,mem=64000M,node=1",1,TIMEOUT,1415079,2021-05-10 02:16:53,2021-05-12 12:42:54,259221,2021-05-15 12:43:15,3 days 00:00:00,59253774,2 days 10:26:01,210361,2 days 10:26:01,210361,3 days 00:00:21,259221,59253774,10666.67,259200,2021-05-10 12:00:00,29536462,175374,49,0.00033354898922,468,7068,45361032,213136.27,155899.28,41,1100,2707456,35039.6,32547.74,6,36,384000,2592.0,2462.94,6,36,384000,2592.0,2462.94,1069,44,6,6,32879.3,1631.97,432.0,432.0,22650.08,1364.01,410.49,410.49,2 days 00:42:54,29536462,853,5403,38779640,237061.31,209,1013,6966528,29053.89,4,24,256000,1270.45,4,24,256000,1270.45,1120,243,4,4,43524.59,7787.57,211.74,211.74,4913707,2516,1.9e-05,14125342,0.000162,0.11728395061728396,8.526315789473685,2.143157356065944
842,59249770,2,2021-05-10 01:37:43,18,18724,192,409600,"billing=192,cpu=192,mem=409600M,node=8",8,COMPLETED,1516156,2021-05-10 01:37:43,2021-05-11 09:30:50,41642,2021-05-11 21:04:52,0 days 12:00:00,59248711,1 days 07:53:07,114787,1 days 07:53:07,114787,0 days 11:34:02,41642,59248711,2133.33,43200,2021-05-10 12:00:00,29534430,77450,18,0.00035362644129,2679,165517,672892155,5546549.07,2989407.92,139,3760,12069450,44577.03,33267.17,664,101936,388192256,1799424.0,962714.87,11,2112,7782400,25344.0,14487.84,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 21:30:50,29534430,7934,74633,320747246,5633712.08,486,2478,10759709,13286.8,18,2256,31642944,17623.71,2,320,1310720,1242.93,0,0,0,0,0.0,0.0,0.0,0.0,4915238,1354000,0.010215,3065441678,0.035085,0.2911500641299701,3.434654919236417,1.2339164604346666
843,59249608,2,2021-05-10 01:36:46,18,18724,192,409600,"billing=192,cpu=192,mem=409600M,node=8",8,COMPLETED,1516156,2021-05-10 01:36:46,2021-05-11 09:30:50,15609,2021-05-11 13:50:59,0 days 12:00:00,59248557,1 days 07:54:04,114844,1 days 07:54:04,114844,0 days 04:20:09,15609,59248557,2133.33,43200,2021-05-10 12:00:00,29534431,77450,18,0.00035362644129,2680,165709,673301755,5548853.07,2991628.83,140,3952,12479050,46881.03,35488.08,665,102128,388601856,1801728.0,964935.78,12,2304,8192000,27648.0,16708.75,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 21:30:50,29534431,7934,74633,320747246,5633712.08,486,2478,10759709,13286.8,18,2256,31642944,17623.71,2,320,1310720,1242.93,0,0,0,0,0.0,0.0,0.0,0.0,4915238,1354000,0.010215,3065441678,0.035085,0.2911500641299701,3.434654919236417,1.2339164604346666
