,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,req_tres,alloc_nodes,state,priority_x,eligible_time,start_time,elapsed_time,end_time,time_limit,job_summary_id,submit_wait,submit_wait_sec,eligible_wait,eligible_wait_sec,run_time,run_time_sec,job_augment_id,req_mem_per_cpu,time_limit_sec,poll_time,pending_id,poll_wait_sec,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_core_run_hours,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_p_core_run_hours,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_a_core_run_hours,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_p_a_core_run_hours,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,poll_wait,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll
0,66548742,2,2021-06-20 17:46:16,47,12463,8,2048,"billing=1,cpu=8,gres/gpu=1,mem=2048M,node=1",1,COMPLETED,2201432,2021-06-27 21:07:54,2021-06-27 21:08:43,42876,2021-06-28 09:03:19,0 days 12:00:00,66547708,7 days 03:22:27,616947,0 days 00:00:49,49,0 days 11:54:36,42876,66547708,256.0,43200,2021-06-27 12:00:00,70006012,32923,47,0.00052125146625,48,1152,6048000,6912.0,5309.82,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,192,0,0,0,1152.0,0.0,0.0,0.0,884.97,0.0,0.0,0.0,0 days 09:08:43,70006012,697,3730,28465760,254073.04,5,19,7168,100.42,2,16,4096,84.04,2,16,4096,84.04,941,5,2,2,43724.05,26.89,10.5,10.5,11293838,2729,2.1e-05,1221430,1.4e-05,1.5,0.6666666666666667,-0.4054651081081641
1,66548743,2,2021-06-20 17:46:16,47,12463,8,2048,"billing=1,cpu=8,gres/gpu=1,mem=2048M,node=1",1,COMPLETED,2189435,2021-06-28 09:03:19,2021-06-28 09:04:15,42781,2021-06-28 20:57:16,0 days 12:00:00,66547709,7 days 15:17:59,659879,0 days 00:00:56,56,0 days 11:53:01,42781,66547709,256.0,43200,2021-06-27 12:00:00,70006013,75855,47,0.00052125146625,49,1160,6050048,7008.0,5405.1,1,8,2048,96.0,95.28,1,8,2048,96.0,95.28,1,8,2048,96.0,95.28,193,1,1,1,1164.0,12.0,12.0,12.0,896.88,11.91,11.91,11.91,0 days 21:04:15,70006013,697,3730,28465760,254073.04,5,19,7168,100.42,2,16,4096,84.04,2,16,4096,84.04,941,5,2,2,43724.05,26.89,10.5,10.5,11293838,2729,2.1e-05,1221430,1.4e-05,1.5,0.6666666666666667,-0.4054651081081641
2,66548744,2,2021-06-20 17:46:16,47,12463,8,2048,"billing=1,cpu=8,gres/gpu=1,mem=2048M,node=1",1,FAILED,2138009,2021-06-28 20:57:16,2021-06-28 21:00:13,73,2021-06-28 21:01:26,0 days 12:00:00,66547710,8 days 03:13:57,702837,0 days 00:02:57,177,0 days 00:01:13,73,66547710,256.0,43200,2021-06-27 12:00:00,70006014,118813,47,0.00052125146625,50,1168,6052096,7104.0,5500.17,2,16,4096,192.0,190.35,2,16,4096,192.0,190.35,2,16,4096,192.0,190.35,194,2,2,2,1176.0,24.0,24.0,24.0,908.76,23.79,23.79,23.79,1 days 09:00:13,70006014,697,3730,28465760,254073.04,5,19,7168,100.42,2,16,4096,84.04,2,16,4096,84.04,941,5,2,2,43724.05,26.89,10.5,10.5,11293838,2729,2.1e-05,1221430,1.4e-05,1.5,0.6666666666666667,-0.4054651081081641
3,66548746,2,2021-06-20 17:46:16,47,12463,8,2048,"billing=1,cpu=8,gres/gpu=1,mem=2048M,node=1",1,CANCELLED,2425930,2021-06-28 21:01:50,2021-06-28 21:02:31,30515,2021-06-29 05:31:06,0 days 12:00:00,66547712,8 days 03:16:15,702975,0 days 00:00:41,41,0 days 08:28:35,30515,66547712,256.0,43200,2021-06-27 12:00:00,70006015,118951,47,0.00052125146625,51,1176,6054144,7200.0,5500.33,3,24,6144,288.0,190.51,3,24,6144,288.0,190.51,3,24,6144,288.0,190.51,195,3,3,3,1188.0,36.0,36.0,36.0,908.78,23.81,23.81,23.81,1 days 09:02:31,70006015,697,3730,28465760,254073.04,5,19,7168,100.42,2,16,4096,84.04,2,16,4096,84.04,941,5,2,2,43724.05,26.89,10.5,10.5,11293838,2729,2.1e-05,1221430,1.4e-05,1.5,0.6666666666666667,-0.4054651081081641
4,66588872,2,2021-06-21 01:14:51,24,18434,96,384000,"billing=96,cpu=96,node=2",2,FAILED,1995915,2021-06-21 01:14:51,2021-06-28 04:54:43,166,2021-06-28 04:57:29,0 days 04:59:00,66587849,7 days 03:39:52,617992,7 days 03:39:52,617992,0 days 00:02:46,166,66587849,4000.0,17940,2021-06-27 12:00:00,69997241,60883,24,0.00047112861658999994,2396,58045,524035040,2801676.23,1013516.81,255,8190,163206000,37355.2,26402.6,39,7488,29952000,29827.2,21904.0,39,7488,29952000,29827.2,21904.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 16:54:43,69997241,8161,75715,296698209,6447328.89,98,6128,35733504,31904.43,7,1056,4224000,3733.93,7,1056,4224000,3733.93,0,0,0,0,0.0,0.0,0.0,0.0,11294529,344000,0.002597,477869537,0.005485,0.4734731084776663,2.1120523681170584,0.7476601610465823
5,66589945,2,2021-06-21 01:17:04,24,18434,96,384000,"billing=96,cpu=96,node=2",2,TIMEOUT,1995915,2021-06-21 01:17:04,2021-06-28 05:08:58,17947,2021-06-28 10:08:05,0 days 04:59:00,66588922,7 days 03:51:54,618714,7 days 03:51:54,618714,0 days 04:59:07,17947,66588922,4000.0,17940,2021-06-27 12:00:00,69997243,61738,24,0.00047112838376,2398,58237,524803040,2802633.03,1013534.3,257,8382,163974000,38312.0,26420.09,41,7680,30720000,30784.0,21921.49,41,7680,30720000,30784.0,21921.49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 17:08:58,69997243,8161,75715,296698209,6447328.89,98,6128,35733504,31904.43,7,1056,4224000,3733.93,7,1056,4224000,3733.93,0,0,0,0,0.0,0.0,0.0,0.0,11294529,344000,0.002597,477869537,0.005485,0.4734731084776663,2.1120523681170584,0.7476601610465823
6,66589962,2,2021-06-21 01:17:44,14,18434,96,384000,"billing=96,cpu=96,node=2",2,FAILED,1995915,2021-06-21 01:17:44,2021-06-28 07:16:13,490,2021-06-28 07:24:23,0 days 04:59:00,66588939,7 days 05:58:29,626309,7 days 05:58:29,626309,0 days 00:08:10,490,66588939,4000.0,17940,2021-06-27 12:00:00,69997242,69373,24,0.00047112838376,2397,58141,524419040,2802154.63,1013521.24,256,8286,163590000,37833.6,26407.02,40,7584,30336000,30305.6,21908.43,40,7584,30336000,30305.6,21908.43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 19:16:13,69997242,8161,75715,296698209,6447328.89,98,6128,35733504,31904.43,7,1056,4224000,3733.93,7,1056,4224000,3733.93,0,0,0,0,0.0,0.0,0.0,0.0,11294529,344000,0.002597,477869537,0.005485,0.4734731084776663,2.1120523681170584,0.7476601610465823
7,66590417,2,2021-06-21 01:28:17,24,18434,96,384000,"billing=96,cpu=96,node=2",2,COMPLETED,1995915,2021-06-21 01:28:17,2021-06-28 14:16:59,13927,2021-06-28 18:09:06,0 days 04:59:00,66589394,7 days 12:48:42,650922,7 days 12:48:42,650922,0 days 03:52:07,13927,66589394,4000.0,17940,2021-06-27 12:00:00,69997244,94619,24,0.00047112768527,2399,58333,525187040,2803111.43,1014012.89,258,8478,164358000,38790.4,26898.68,42,7776,31104000,31262.4,22400.08,42,7776,31104000,31262.4,22400.08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 days 02:16:59,69997244,8161,75715,296698209,6447328.89,98,6128,35733504,31904.43,7,1056,4224000,3733.93,7,1056,4224000,3733.93,0,0,0,0,0.0,0.0,0.0,0.0,11294529,344000,0.002597,477869537,0.005485,0.4734731084776663,2.1120523681170584,0.7476601610465823
8,66592766,2,2021-06-21 02:01:45,24,18434,192,768000,"billing=192,cpu=192,node=4",4,COMPLETED,1994254,2021-06-21 02:01:45,2021-06-27 12:15:52,1534,2021-06-27 12:41:26,0 days 03:59:00,66591743,6 days 10:14:07,555247,6 days 10:14:07,555247,0 days 00:25:34,1534,66591743,4000.0,14340,2021-06-27 12:00:00,69997202,952,24,0.00047112954791,2357,50557,494083040,2771849.03,991612.81,216,702,133254000,7528.0,4498.59,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 00:15:52,69997202,8161,75715,296698209,6447328.89,98,6128,35733504,31904.43,7,1056,4224000,3733.93,7,1056,4224000,3733.93,0,0,0,0,0.0,0.0,0.0,0.0,11294529,344000,0.002597,477869537,0.005485,0.4734731084776663,2.1120523681170584,0.7476601610465823
9,66592778,2,2021-06-21 02:02:07,24,18434,192,768000,"billing=192,cpu=192,node=4",4,FAILED,1994254,2021-06-21 02:02:07,2021-06-27 13:56:03,11634,2021-06-27 17:09:57,0 days 03:59:00,66591756,6 days 11:53:56,561236,6 days 11:53:56,561236,0 days 03:13:54,11634,66591756,4000.0,14340,2021-06-27 12:00:00,69997205,6963,24,0.00047112931508,2360,51133,496387040,2774143.43,993028.49,219,1278,135558000,9822.4,5914.27,3,576,2304000,2294.4,1415.68,3,576,2304000,2294.4,1415.68,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 01:56:03,69997205,8161,75715,296698209,6447328.89,98,6128,35733504,31904.43,7,1056,4224000,3733.93,7,1056,4224000,3733.93,0,0,0,0,0.0,0.0,0.0,0.0,11294529,344000,0.002597,477869537,0.005485,0.4734731084776663,2.1120523681170584,0.7476601610465823
