,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,req_tres,alloc_nodes,state,priority_x,eligible_time,start_time,elapsed_time,end_time,time_limit,job_summary_id,submit_wait,submit_wait_sec,eligible_wait,eligible_wait_sec,run_time,run_time_sec,job_augment_id,req_mem_per_cpu,time_limit_sec,poll_time,pending_id,poll_wait_sec,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_core_run_hours,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_p_core_run_hours,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_a_core_run_hours,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_p_a_core_run_hours,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,poll_wait,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll
0,59321152,2,2021-05-10 12:31:37,26,11329,96,384000,"billing=96,cpu=96,node=2",2,FAILED,1531643,2021-05-10 12:31:37,2021-05-23 20:41:24,780,2021-05-23 20:54:24,2 days 22:00:00,59320083,13 days 08:09:47,1152587,13 days 08:09:47,1152587,0 days 00:13:00,780,59320083,4000.0,252000,2021-05-17 12:00:00,33802881,549684,26,0.00036954181276999993,1539,35165,181878144,3106842.28,1579297.98,134,11376,43776000,768038.4,347222.8,51,4896,19584000,614880.0,103073.41,17,1632,6528000,66528.0,20387.31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6 days 08:41:24,33802881,8119,81961,327960943,4923949.85,46,3742,16578024,122887.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831741,147720,0.001114,251381504,0.002904,0.38360881542699726,2.606822262118492,0.9581319554574574
1,59321569,2,2021-05-10 12:35:24,25,11329,96,384000,"billing=96,cpu=96,node=2",2,COMPLETED,1530983,2021-05-10 12:35:24,2021-05-19 10:06:39,57302,2021-05-20 02:01:41,1 days 00:00:00,59320501,8 days 21:31:15,768675,8 days 21:31:15,768675,0 days 15:55:02,57302,59320501,4000.0,86400,2021-05-17 12:00:00,33803513,165999,25,0.00036923214801999995,2171,54349,258742144,3826791.62,1645298.51,157,12336,53184000,242752.0,219566.99,57,5568,22272000,650112.0,108365.55,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 days 22:06:39,33803513,8119,81961,327960943,4923949.85,139,11489,39461888,180972.22,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831741,147720,0.001114,251381504,0.002904,0.38360881542699726,2.606822262118492,0.9581319554574574
2,59321658,2,2021-05-10 12:36:39,26,11329,96,384000,"billing=96,cpu=96,node=2",2,COMPLETED,1530983,2021-05-10 12:36:39,2021-05-23 20:41:24,65669,2021-05-24 14:55:53,1 days 03:00:00,59320589,13 days 08:04:45,1152285,13 days 08:04:45,1152285,0 days 18:14:29,65669,59320589,4000.0,97200,2021-05-17 12:00:00,33802882,549684,26,0.00036954157994,1540,35261,182262144,3113562.28,1579318.78,135,11472,44160000,774758.4,347243.6,52,4992,19968000,621600.0,103094.21,18,1728,6912000,73248.0,20408.11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6 days 08:41:24,33802882,8119,81961,327960943,4923949.85,46,3742,16578024,122887.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831741,147720,0.001114,251381504,0.002904,0.38360881542699726,2.606822262118492,0.9581319554574574
3,59321720,2,2021-05-10 12:37:26,26,11329,96,384000,"billing=96,cpu=96,node=2",2,COMPLETED,1530983,2021-05-10 12:37:26,2021-05-23 20:42:25,66068,2021-05-24 15:03:33,1 days 03:00:00,59320651,13 days 08:04:59,1152299,13 days 08:04:59,1152299,0 days 18:21:08,66068,59320651,4000.0,97200,2021-05-17 12:00:00,33802883,549745,26,0.00036954134711,1541,35357,182646144,3116154.28,1581069.96,136,11568,44544000,777350.4,348994.77,53,5088,20352000,624192.0,104845.39,19,1824,7296000,75840.0,22159.28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6 days 08:42:25,33802883,8119,81961,327960943,4923949.85,46,3742,16578024,122887.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831741,147720,0.001114,251381504,0.002904,0.38360881542699726,2.606822262118492,0.9581319554574574
4,59321753,2,2021-05-10 12:37:41,26,11329,96,384000,"billing=96,cpu=96,node=2",2,COMPLETED,1530983,2021-05-10 12:37:41,2021-05-23 20:55:48,65419,2021-05-24 15:06:07,1 days 03:00:00,59320684,13 days 08:18:07,1153087,13 days 08:18:07,1153087,0 days 18:10:19,65419,59320684,4000.0,97200,2021-05-17 12:00:00,33802884,550548,26,0.00036954134711,1542,35453,183030144,3118746.28,1582831.77,137,11664,44928000,779942.4,350756.59,54,5184,20736000,626784.0,106607.2,20,1920,7680000,78432.0,23921.09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6 days 08:55:48,33802884,8119,81961,327960943,4923949.85,46,3742,16578024,122887.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831741,147720,0.001114,251381504,0.002904,0.38360881542699726,2.606822262118492,0.9581319554574574
5,59601440,2,2021-05-11 15:19:24,26,11329,144,576000,"billing=144,cpu=144,node=3",3,FAILED,1454536,2021-05-11 15:19:24,2021-05-23 13:09:51,198,2021-05-23 13:13:09,3 days 00:00:00,59600420,11 days 21:50:27,1029027,11 days 21:50:27,1029027,0 days 00:03:18,198,59600420,4000.0,259200,2021-05-17 12:00:00,33802887,522591,26,0.00036945170732,1545,35613,183798144,3124410.28,1586462.85,140,11824,45696000,785606.4,354387.66,55,5280,21120000,629376.0,108351.71,21,2016,8064000,81024.0,25665.6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6 days 01:09:51,33802887,8119,81961,327960943,4923949.85,46,3742,16578024,122887.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831741,147720,0.001114,251381504,0.002904,0.38360881542699726,2.606822262118492,0.9581319554574574
6,59601546,2,2021-05-11 15:22:04,26,11329,144,576000,"billing=144,cpu=144,node=3",3,FAILED,1454536,2021-05-11 15:22:04,2021-05-23 13:14:33,148,2021-05-23 13:17:01,3 days 00:00:00,59600523,11 days 21:52:29,1029149,11 days 21:52:29,1029149,0 days 00:02:28,148,59600523,4000.0,259200,2021-05-17 12:00:00,33802888,522873,26,0.00036945147448,1546,35757,184374144,3134778.28,1586470.77,141,11968,46272000,795974.4,354395.58,56,5424,21696000,639744.0,108359.63,22,2160,8640000,91392.0,25673.52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6 days 01:14:33,33802888,8119,81961,327960943,4923949.85,46,3742,16578024,122887.5,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831741,147720,0.001114,251381504,0.002904,0.38360881542699726,2.606822262118492,0.9581319554574574
7,59395759,2,2021-05-10 17:58:27,35,8040,1,191488,"billing=46,cpu=1,mem=191488M,node=1",1,COMPLETED,800934,2021-05-10 17:58:27,2021-05-17 15:29:37,431,2021-05-17 15:36:48,8 days 00:00:00,59394695,6 days 21:31:10,595870,6 days 21:31:10,595870,0 days 00:07:11,431,59394695,191488.0,691200,2021-05-17 12:00:00,33801691,12577,35,0.00047592422936000003,349,3382,38540912,175914.68,51876.48,59,78,5529600,30489.02,23401.03,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 03:29:37,33801691,8119,81961,327960943,4923949.85,103,112,2715136,31010.4,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831400,147720,0.001114,29029715,0.000335,3.325373134328358,0.3007181328545781,-1.2015818886621625
8,60336562,2,2021-05-15 05:23:45,34,8040,1,128000,"billing=31,cpu=1,mem=128000M,node=1",1,COMPLETED,2015359,2021-05-15 05:23:45,2021-05-17 15:41:26,7,2021-05-17 15:41:33,6 days 06:00:00,60335474,2 days 10:17:41,209861,2 days 10:17:41,209861,0 days 00:00:07,7,60335474,128000.0,540000,2021-05-17 12:00:00,33801692,13286,34,0.00047551561157999994,350,3383,38732400,176106.68,51876.6,7,164,3655296,22010.67,692.95,1,1,191488,192.0,0.12,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0 days 03:41:26,33801692,8119,81961,327960943,4923949.85,76,80,1553232,1215.76,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5831400,147720,0.001114,29029715,0.000335,3.325373134328358,0.3007181328545781,-1.2015818886621625
9,59398175,2,2021-05-10 18:13:52,20,3849,128,384000,"billing=128,cpu=128,mem=384000M,node=4",4,TIMEOUT,1637859,2021-05-10 18:13:52,2021-05-28 10:29:36,144090,2021-05-30 02:31:06,1 days 16:00:00,59397108,17 days 16:15:44,1527344,17 days 16:15:44,1527344,1 days 16:01:30,144090,59397108,3000.0,144000,2021-05-17 12:00:00,33805577,944976,20,0.00035138218672000005,4235,228476,831638798,6739823.45,3046519.17,1238,22793,109451280,864464.1,160025.37,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10 days 22:29:36,33805577,8119,81961,327960943,4923949.85,2329,13294,54807113,386315.42,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5830944,147720,0.001114,366495395,0.004234,0.26310817194142655,3.8007181328545783,1.3351900312075813
