,job_unique_id,cluster_id,submit_time,partition_id_x,account_id,req_cpus,req_mem_total,req_tres,alloc_nodes,state,priority_x,eligible_time,start_time,elapsed_time,end_time,time_limit,job_summary_id,submit_wait,submit_wait_sec,eligible_wait,eligible_wait_sec,run_time,run_time_sec,job_augment_id,req_mem_per_cpu,time_limit_sec,poll_time,pending_id,poll_wait_sec,partition_id_y,priority_y,q_jobs_above,q_cores_above,q_mem_above,q_core_hours_above,q_core_run_hours,q_p_jobs_above,q_p_cores_above,q_p_mem_above,q_p_core_hours_above,q_p_core_run_hours,q_a_jobs_above,q_a_cores_above,q_a_mem_above,q_a_core_hours_above,q_a_core_run_hours,q_p_a_jobs_above,q_p_a_cores_above,q_p_a_mem_above,q_p_a_core_hours_above,q_p_a_core_run_hours,q_gpus_above,q_p_gpus_above,q_a_gpus_above,q_p_a_gpus_above,q_gpu_hours_above,q_p_gpu_hours_above,q_a_gpu_hours_above,q_p_a_gpu_hours_above,q_gpu_run_hours,q_p_gpu_run_hours,q_a_gpu_run_hours,q_p_a_gpu_run_hours,poll_wait,running_id,r_jobs_above,r_cores_above,r_mem_above,r_core_hours_above,r_p_jobs_above,r_p_cores_above,r_p_mem_above,r_p_core_hours_above,r_a_jobs_above,r_a_cores_above,r_a_mem_above,r_a_core_hours_above,r_p_a_jobs_above,r_p_a_cores_above,r_p_a_mem_above,r_p_a_core_hours_above,r_gpus_above,r_p_gpus_above,r_a_gpus_above,r_p_a_gpus_above,r_gpu_hours_above,r_p_gpu_hours_above,r_a_gpu_hours_above,r_p_a_gpu_hours_above,sshare_id,raw_share_poll,norm_share_poll,raw_use_poll,effect_use_poll,level_fs_poll,norm_use_poll,norm_use_log_poll
0,63033678,2,2021-05-30 16:22:41,35,9017,32,512000,"billing=125,cpu=32,mem=512000M,node=4",4,NODE_FAIL,1611925,2021-05-30 16:22:41,2021-07-21 08:45:14,7241,2021-07-21 10:45:55,10 days 00:00:00,63032609,51 days 16:22:33,4465353,51 days 16:22:33,4465353,0 days 02:00:41,7241,63032609,16000.0,864000,2021-06-06 12:00:00,49739117,3876314,35,0.00037958589391,5029,230004,1118058701,11087213.08,6755503.77,118,118,1966080,26542.0,21112.11,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44 days 20:45:14,49739117,9365,82162,292422255,5310913.95,121,140,5995520,26680.74,9,257,2064384,21322.98,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8469061,141721,0.00107,326784765,0.003701,0.28911105106727913,3.458878504672897,1.240944404930204
1,63430429,2,2021-06-01 20:28:42,35,9017,32,512000,"billing=125,cpu=32,mem=512000M,node=4",4,TIMEOUT,1471811,2021-06-01 20:28:42,2021-08-23 19:11:08,864032,2021-09-02 19:11:40,10 days 00:00:00,63430361,82 days 22:42:26,7166546,82 days 22:42:26,7166546,10 days 00:00:32,864032,63430361,16000.0,864000,2021-06-06 12:00:00,49739118,6765068,35,0.00037940545016,5030,230036,1118570701,11094893.08,6755568.14,119,150,2478080,34222.0,21176.48,1,32,512000,7680.0,64.36,1,32,512000,7680.0,64.36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78 days 07:11:08,49739118,9365,82162,292422255,5310913.95,121,140,5995520,26680.74,9,257,2064384,21322.98,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8469061,141721,0.00107,326784765,0.003701,0.28911105106727913,3.458878504672897,1.240944404930204
2,63657853,2,2021-06-03 05:35:25,35,9017,32,512000,"billing=125,cpu=32,mem=512000M,node=4",4,FAILED,1487585,2021-06-03 05:35:25,2021-08-23 21:24:16,613146,2021-08-30 23:43:22,10 days 00:00:00,63656781,81 days 15:48:51,7055331,81 days 15:48:51,7055331,7 days 02:19:06,613146,63656781,16000.0,864000,2021-06-06 12:00:00,49739119,6773056,35,0.00037929066466000006,5031,230068,1119082701,11102573.08,6763248.42,120,182,2990080,41902.0,28856.76,2,64,1024000,15360.0,7744.65,2,64,1024000,15360.0,7744.65,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78 days 09:24:16,49739119,9365,82162,292422255,5310913.95,121,140,5995520,26680.74,9,257,2064384,21322.98,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,8469061,141721,0.00107,326784765,0.003701,0.28911105106727913,3.458878504672897,1.240944404930204
3,63083588,2,2021-05-30 23:14:06,48,19178,1,1024,"billing=1,cpu=1,gres/gpu=1,mem=1024M,node=1",1,COMPLETED,1587211,2021-06-06 13:01:51,2021-06-06 13:02:10,31502,2021-06-06 21:47:12,1 days 00:00:00,63082544,6 days 13:48:04,568084,0 days 00:00:19,19,0 days 08:45:02,31502,63082544,1024.0,86400,2021-06-06 12:00:00,49740323,3730,48,0.00039267051043,24,56,65536,2788.0,291.57,22,22,22528,528.0,17.87,22,22,22528,528.0,17.87,22,22,22528,528.0,17.87,24,22,22,22,608.0,528.0,528.0,528.0,28.95,17.87,17.87,17.87,0 days 01:02:10,49740323,882,5484,23406776,239356.58,458,2356,4028024,25710.07,46,46,369664,1336.75,1,1,1024,16.3,1119,458,46,1,45612.84,6281.55,1336.75,16.3,8470375,28000,0.000211,40643241,0.00046,0.45869565217391306,2.1800947867298577,0.7793683560070741
4,63083591,2,2021-05-30 23:14:07,48,19178,1,1024,"billing=1,cpu=1,gres/gpu=1,mem=1024M,node=1",1,COMPLETED,1587211,2021-06-06 21:47:14,2021-06-06 21:47:26,31446,2021-06-07 06:31:32,1 days 00:00:00,63082547,6 days 22:33:19,599599,0 days 00:00:12,12,0 days 08:44:06,31446,63082547,1024.0,86400,2021-06-06 12:00:00,49740322,35246,48,0.00039267051043,23,55,64512,2764.0,282.83,21,21,21504,504.0,9.13,21,21,21504,504.0,9.13,21,21,21504,504.0,9.13,23,21,21,21,584.0,504.0,504.0,504.0,20.21,9.13,9.13,9.13,0 days 09:47:26,49740322,882,5484,23406776,239356.58,458,2356,4028024,25710.07,46,46,369664,1336.75,1,1,1024,16.3,1119,458,46,1,45612.84,6281.55,1336.75,16.3,8470375,28000,0.000211,40643241,0.00046,0.45869565217391306,2.1800947867298577,0.7793683560070741
5,63083594,2,2021-05-30 23:14:09,48,19178,1,1024,"billing=1,cpu=1,gres/gpu=1,mem=1024M,node=1",1,COMPLETED,1587211,2021-06-07 06:31:38,2021-06-07 06:34:07,32149,2021-06-07 15:29:56,1 days 00:00:00,63082550,7 days 07:19:58,631198,0 days 00:02:29,149,0 days 08:55:49,32149,63082550,1024.0,86400,2021-06-06 12:00:00,49740321,66847,48,0.00039267051043,22,54,63488,2740.0,273.9,20,20,20480,480.0,0.2,20,20,20480,480.0,0.2,20,20,20480,480.0,0.2,22,20,20,20,560.0,480.0,480.0,480.0,11.28,0.2,0.2,0.2,0 days 18:34:07,49740321,882,5484,23406776,239356.58,458,2356,4028024,25710.07,46,46,369664,1336.75,1,1,1024,16.3,1119,458,46,1,45612.84,6281.55,1336.75,16.3,8470375,28000,0.000211,40643241,0.00046,0.45869565217391306,2.1800947867298577,0.7793683560070741
6,63083603,2,2021-05-30 23:14:27,48,19178,1,1024,"billing=1,cpu=1,gres/gpu=1,mem=1024M,node=1",1,COMPLETED,1587211,2021-06-07 15:30:04,2021-06-07 15:34:06,119,2021-06-07 15:36:05,1 days 00:00:00,63082559,7 days 16:19:39,663579,0 days 00:04:02,242,0 days 00:01:59,119,63082559,1024.0,86400,2021-06-06 12:00:00,49740319,99246,48,0.00039267051043,20,52,61440,2692.0,273.86,18,18,18432,432.0,0.16,18,18,18432,432.0,0.16,18,18,18432,432.0,0.16,20,18,18,18,512.0,432.0,432.0,432.0,11.24,0.16,0.16,0.16,1 days 03:34:06,49740319,882,5484,23406776,239356.58,458,2356,4028024,25710.07,46,46,369664,1336.75,1,1,1024,16.3,1119,458,46,1,45612.84,6281.55,1336.75,16.3,8470375,28000,0.000211,40643241,0.00046,0.45869565217391306,2.1800947867298577,0.7793683560070741
7,63083628,2,2021-05-30 23:14:39,48,19178,1,1024,"billing=1,cpu=1,gres/gpu=1,mem=1024M,node=1",1,COMPLETED,1587211,2021-06-07 15:36:17,2021-06-07 15:36:48,9,2021-06-07 15:36:57,1 days 00:00:00,63082584,7 days 16:22:09,663729,0 days 00:00:31,31,0 days 00:00:09,9,63082584,1024.0,86400,2021-06-06 12:00:00,49740325,99408,48,0.00039267051043,26,58,67584,2836.0,300.33,24,24,24576,576.0,26.62,24,24,24576,576.0,26.62,24,24,24576,576.0,26.62,26,24,24,24,656.0,576.0,576.0,576.0,37.71,26.62,26.62,26.62,1 days 03:36:48,49740325,882,5484,23406776,239356.58,458,2356,4028024,25710.07,46,46,369664,1336.75,1,1,1024,16.3,1119,458,46,1,45612.84,6281.55,1336.75,16.3,8470375,28000,0.000211,40643241,0.00046,0.45869565217391306,2.1800947867298577,0.7793683560070741
8,63083637,2,2021-05-30 23:14:41,48,19178,1,1024,"billing=1,cpu=1,gres/gpu=1,mem=1024M,node=1",1,COMPLETED,1587211,2021-06-07 15:37:06,2021-06-07 15:38:49,32,2021-06-07 15:39:21,1 days 00:00:00,63082593,7 days 16:24:08,663848,0 days 00:01:43,103,0 days 00:00:32,32,63082593,1024.0,86400,2021-06-06 12:00:00,49740324,99529,48,0.00039267051043,25,57,66560,2812.0,300.32,23,23,23552,552.0,26.62,23,23,23552,552.0,26.62,23,23,23552,552.0,26.62,25,23,23,23,632.0,552.0,552.0,552.0,37.7,26.62,26.62,26.62,1 days 03:38:49,49740324,882,5484,23406776,239356.58,458,2356,4028024,25710.07,46,46,369664,1336.75,1,1,1024,16.3,1119,458,46,1,45612.84,6281.55,1336.75,16.3,8470375,28000,0.000211,40643241,0.00046,0.45869565217391306,2.1800947867298577,0.7793683560070741
9,63083641,2,2021-05-30 23:14:43,48,19178,1,1024,"billing=1,cpu=1,gres/gpu=1,mem=1024M,node=1",1,COMPLETED,1587211,2021-06-07 15:39:22,2021-06-07 15:39:52,25,2021-06-07 15:40:17,1 days 00:00:00,63082597,7 days 16:25:09,663909,0 days 00:00:30,30,0 days 00:00:25,25,63082597,1024.0,86400,2021-06-06 12:00:00,49740326,99592,48,0.00039267051043,27,59,68608,2860.0,300.33,25,25,25600,600.0,26.63,25,25,25600,600.0,26.63,25,25,25600,600.0,26.63,27,25,25,25,680.0,600.0,600.0,600.0,37.71,26.63,26.63,26.63,1 days 03:39:52,49740326,882,5484,23406776,239356.58,458,2356,4028024,25710.07,46,46,369664,1336.75,1,1,1024,16.3,1119,458,46,1,45612.84,6281.55,1336.75,16.3,8470375,28000,0.000211,40643241,0.00046,0.45869565217391306,2.1800947867298577,0.7793683560070741
